INPUT:url	INPUT:text	INPUT:title	GOLDEN:res
https://www.penza-press.ru/lenta-novostey/151380/v-penzenskij-fond-podderzhki-predprinimatelstva-obratilis-pochti-2000-chelovek	Министр экономики Пензенской области Сергей Капралов рассказал о работе Фонда поддержки предпринимательства, который был создан по инициативе губернатора Ивана Белозерцева. В фонд можно обратиться за консультацией, чтобы зарегистрировать ИП или юрлицо, получить финансовую поддержку или с предложением продукции на экспорт. На данный момент его клиентами стали почти 2000 человек. Популярностью среди бизнесменов пользуется льготный продукт «8,5%``, который предлагают ведущие банки на территории региона. В 2019 году сумма выданных компаниям кредитов уже перевалила за 4 млрд рублей. «Изначально данным льготным продуктом могли воспользоваться субъекты малого и среднего бизнеса реализующие проекты в таких приоритетных областях, как сельское хозяйство, обрабатывающее производство, строительная отрасль. В настоящее время перечень расширен и включает в себя такие сферы, как медицина, культура, туризм, спорт, наука и бытовые услуги», — объяснили в пресс-службе регионального министерства экономики. Льготное финансирование становится доступно для малого и среднего бизнеса благодаря ориентированному на него национальному проекту, который был инициирован президентом России. До 2024 года по этой линии регион получит более 2 млрд рублей. В 2019-м области выделяли 612,3 млн рублей. «В текущем году микрофинансовая гарантийная компания «Поручитель» докапитализирована на 357 млн рублей, что позволило расширить линейку финансовых продуктов для таких категорий, как экспортно-ориентированные предприятия, женское и молодежное предпринимательство, а также для начинающих собственное дело. Компания «Поручитель» сегодня предлагает ставки по микрозаймам до 6,5%``, — заявил Сергей Капралов. 	В пензенский Фонд поддержки предпринимательства обратились почти 2000 человек	economy
https://info24.ru/news/glava-rajona-v-pskovskoj-oblasti-uvolilsya-iz-za-maternogo-video-s-gaishnikami.html	Глава администрации Печорского района Псковской области Дмитрий Сопотов вынужден был сложить полномочия руководителя муниципального образования из-за распространенной в соцсетях видеозаписи, на которой он обматерил полицейских. Кроме того, Сопотов добровольно отказался от выполнения обязанностей секретаря местного отделения партии «Единая Россия», членом которой является. Скандальный ролик с участием Сопотова псковские СМИ опубликовали 13 ноября, хотя события, запечатленные на видео, произошли еще в мае. На видео глава Печорского района общался с сотрудниками правоохранительных органов на повышенных тонах и с использованием нецензурной лексики, защищая водителя, которого остановили гаишники, — директора МП «Благоустройство» Георгия Осипова. Чиновник в непечатных выражениях и с оскорблениями объяснял представителям ГИБДД, что они с Осиповым вместе выпили «четыре стопки виски» за победу Печорского района в грантовом конкурсе на сумму 54 млн рублей. «Ни в одном районе такого нету. Ну и... сидите и <занимайтесь оральным сексом>... Ездите теперь и оглядывайтесь сзади. Что я не знаю, как ездят тут пьяные, в том числе ваши... Что он там не доехал — 30 метров. Че, мне позвонить нельзя было?!» – возмущался действиями сотрудников ГИБДД глава района. Один из гаишников в ответ заявил Сопотову: «Вы перебарщиваете. Если вы высокий человек, это еще не значит, что вы должны кого-то посылать». – А ты кто такой? – спросил Сопотов. – Я гражданин Российской Федерации, – ответил полицейский. – Меня выбрали, а тебя никто не выбрал. Ты шестерка. Ну что ты сделаешь?! – Вы такой же человек, как все другие. Вы не имеете права со мной так разговаривать. – Я не имею права, а ты ничего не сделаешь, – сказал глава района. Когда видеозапись стала достоянием общественности, Сопотов публично извинился за свое поведение. «Я искренне сожалею о произошедшем. Приношу свои извинения сотрудникам полиции и жителям Печорского района. По этическим основаниям считаю невозможным продолжать далее свою работу на посту главы района и в качестве секретаря местного отделения партии», — цитирует заявление уволившегося чиновника пресс-служба областной администрации. УМВД РФ по Псковской области начало проверку в связи с инцидентом, запечатленным на видео. Соответствующее поручение подчиненным дал глава управления Алексей Овсянников. Кроме того, в отношении Сопотова была начата служебная проверка, о которой сообщил губернатор Псковской области Михаил Ведерников. 	Глава района в Псковской области уволился из-за матерного видео с гаишниками	society
https://www.pravda.ru/news/society/1452613-Ekaterina_Engalycheva/	При помощи размещенных в Сети баз данных можно найти практически любую информацию о финансовом положении и собственности человека. Особый интерес представляют люди, наделенные властью, ведь к ним приковано пристальное внимание со стороны общественности. Так сотрудники Фонда борьбы с коррупцией делают свои громкие расследования. Они изымают нужную информацию из баз данных и сервисов для проверки контрагентов, обобщают ее и предают огласке. ``Героями`` расследований ФБК становятся силовики, чиновники и близкие к власти предприниматели. Однако и некоторые разоблачители, и ревнители общественной нравственности не кристально честны и живут на одну зарплату. Мы расскажем вам о представителе КПРФ в Мосгордуме Екатерине Енгалычевой. Она громче всех кричит о своей безупречной репутации и ратует за то, что территорию Москвы нужно уберечь от застройки. К слову, в парламент столицы она прошла благодаря проекту ФБК ``Умное голосование``. Но так ли чиста на руку Екатерина Енгалычева, как она везде говорит. Некоторое время назад парламентарий заявила, что готовится кампания с целью очернить ее репутацию. Дискредитация якобы связана с ее принципиальной позицией по отстаиванию прав москвичей. Впрочем, информация о некоторых сторонах жизни Екатерины Енгалычевой действительно стала появляться в некоторых СМИ. Авторы Telegram-канала ``Архитектура власти`` рассказали, что депутат сожительствовала с предпринимателем Сергеем Скуратовым. А после его смерти попыталась взять под контроль его турфирму. Информагентство RuNews24 пишет, что расходы Екатерины Енгалычевой значительно превышают задекларированные доходы. Помимо этого, она замечена в совершении сомнительных финансовых операций. Женщина то меняет рубли на доллары, то обналичивает крупные суммы, то оформляет куплю-продажу объектов недвижимости. Журналистка Леся Рябцева сообщила в своем Telegram-канале, что в 2017 году политик пренебрегла правами своей сотрудницы на получение декретного пособия. За это ее привлекли к административной ответственности. Однако коммунистка за два года так и не соизволила выплатить штраф. Учитывая общественную значимость работы парламентария, интересует степень достоверности изложенной информации. Так, на портале Мосгорсуда имеется информация о рассмотрении иска Екатерины Енгалычевой к родителям и дочке Сергея Скуратова. Она попыталась завладеть частью имущества умершего гражданского супруга, ``подвинув`` законных наследников. Истец отмечала, что несколько квартир и автомобиль были куплены Сергеем Скуратовым и на ее деньги. Еще она намеревалась стать соучредителем его ООО ``Туристическая компания ``Страна Туризма````. После того, как суд отказал Екатерине Енгалычевой в удовлетворении исковых требований, она решила пойти другим путем. По данным сервиса проверки контрагентов Rusprofile, Сергей Скуратов был соучредителем и генеральным директором ООО ``Туристическая компания ``Страна Туризма````. Фирма могла ``покатать`` всех желающих на военной технике. В 2016 году руководителем предприятия стала некая Юлия Афросина. В это же время Екатерина Енгалычева учреждает ООО ТК ``Страна космического туризма``. Компания оказывает схожие услуги. При этом гендиректором значится та самая Юлия Афросина, руководившая раньше фирмой покойного Сергея Скуратова. Это можно расценить как попытку депутата перетянуть на себя чужой бизнес. Мы разобрались и по поводу данных о невыплате декретного пособия сотруднице и штрафе за это. ФССП сообщает, что в 2017 году Екатерина Енгалычева была привлечена к административной ответственности и оштрафована на шесть тысяч рублей. За два года нарушительница штраф так и не заплатила. 	Депутат Мосгордумы отжала бизнес у покойного сожителя	society
https://www.cosmo.ru/sex-love/he_and_you/30-melochey-kotorye-portyat-vpechatlenie-o-muzhchine/	«Чо», «Ваще» и, не приведи Мироздание, «Блин блинский!» — это сразу нет, разумеется. Мы, барышни, произносим примерно 23 000 слов в сутки. Мужчины — всего 1200. Можно не засорять этот скудный эфир, а? Мальчик, который носит в кармане гигиеническую помаду — это, на самом деле, хороший мальчик. Мальчик, который ходит на маникюр — тоже прекрасен. Потому что мало вычистить траурную грязь из-под ногтей, мало оторвать и съесть обветренную кожу с губ. Торчащие заусенцы и трещины на губах — это же фу. Они же этими самыми руками и губами собираются… Ой, все. Запомните, мальчики: светлые лики Микки-Мауса и магистра Йоды, надписи про джентльменов и баяны, а также популярные мемы могут носить на себе только большие дяди. Очень большие дяди. 110 килограммов литых мышц как минимум! Субтильные принцы такое носить не должны. А то сразу хочется спросить: «Мальчик, а где твоя сменка?» Галстуки носят или чиновники, или мелкие клерки. И тех, и других никто не любит. Но если чиновник в принципе никому не может понравиться, то мелкий клерк еще может доказать, что в душе-то он настоящий Тайлер Дерден. Но для этого надо срывать с себя позорную удавку ровно в 18:00, ясно? Без шансов вообще. А вот моя мама говорила, что мальчики, которые говорят «А вот моя мама…» — это страшно. И надо бежать. Бедность — не порок, а большое несчастье. Особенно когда ее пытаются скрыть вот таким способом. «Ты с какова раёна такой дерзкий? Семки есть? А если найду?!» Давай рассуждать логически: если он положил диск Лепса в машину на видное место, значит, он этого не стесняется. Тогда что, спрашивается, он прячет подальше от девушек? «Сектор газа»?! Стаса Михайлова?! Юрия, не к ночи будь помянут, Лозу?! Вау! В твоей жизни был день, когда ты в самом деле держал в руках настоящие 60 тысяч рублей? Ну ты крутой! Ну, если он, конечно, не Джонни Депп. Ладно, если он не выглядит так, как будто он почти Джонни Депп. Джонни Деппам и не такое простительно. Ээээ. Ваше Святейшество? Пионер, торжественно возлагающий цветы к памятнику. К памятнику, под которым похоронены его надежды на удачное свидание. Или даже солидная лысина, стыдливо прикрытая зачесанными на нее волосами. Лысеешь? Обрейся наголо сразу. Потому что лысина, прикрытая волосами, выглядит как транспарант с надписью «Меня зовут Вася, я младший бухгалтер, у меня эректильная дисфункция и строгая мама». С другой стороны — ну спасибо, что сразу предупредил. Очень ностальгическая штука, между прочим. Сразу вспоминается, как тебя, малышку, качал на руках папа. Или вот добрый дядя милиционер вспоминается: тот самый, который приходил в школу и рассказывал о том, как нужно правильно переходить дорогу. И кино еще. С молодым Боярским. Он в такой рубашке ходил туда-сюда в телевизоре, а ты сосредоточенно за ним наблюдала, сидя на горшке. Воспоминания прекрасные, конечно, но не то чтобы самые романтичные, да? «Они не могут кричать, они давным-давно покойники!» Да-да, смиритесь. И Элвис, и Майкл. А ты, кстати, вообще не Элвис и не Майкл, чтоб ты знал. Все мальчики мечтают стать супергероями, когда вырастут. Но если мальчик гладит джинсы — он все еще мечтает стать Вассерманом, это к гадалке не ходи. Это значит, что других подвигов нет, не было и не будет. Какая жалость. Из которого торчат волосы. «Смотри, детка, я мачо, я настоящий самец!» Нам в таких случаях очень хочется достать из сумочки пинцет и тихонечко выдернуть пару самых длинных волосин. Кто заверещал — тот не джигит, все просто. Нет ни одной причины сидеть, раздвинув ноги в стороны. Хотя одна имеется: если у парня между ног стоит гнездо, полное хрупких новорожденных котят — то пусть раздвигает как может, конечно. Во всех остальных случаях хочется задать ему несколько вопросов. Например, таких: «Проветриваешь? Чешется? Опухли? Болеешь, наверное?» На пузике. На таком уютном, знаешь, пухлом пузике. Или на могучем и твердом пивном «комке нервов». Ты или ремень вниз опусти, или пузо свое обратно сдуй как-нибудь. Одно из двух. Мальчик, а ты точно гетеросексуал? Мужчинам не понять, поэтому мы расшифровываем: стойкие ароматы не продаются в парфюмерных магазинах. И в переходах метро не продаются. И даже на стихийных рынках их не найти. По‑настоящему стойкий аромат можно найти только в серванте у дедушки, наверное. Во всяком случае, редакция Cosmo совершила рейд по самым злачным местам, но так и не нашла то страшное место, в котором парням выдают этот вонючий «Шипр». Или как его там, одеколон «Саша»? см. график Изыди, хипстота! Вот сидит перед тобой юное чудо — цыплячья шейка, ручки-веточки, хилая бороденка и кадык, об который порезаться можно, а все туда же: черепа, джокеры, биомеханика и олдскул. Хочешь быть Мачете, мальчик? Да ты хоть до Джигурды дорасти сперва, а? Жалкое, душераздирающее зрелище. Кошмар ©  Есть только два слова, которые ни в коем случае нельзя произносить при барышнях. Но «абырвалг» уже сказали до него, так что остаются только «сиськи». Трудно запомнить, что ли? Вот вроде все хорошо, парень ухаживает и делает все, что надо: руку подаст, стул подвинет, поможет надеть пальто. Но что ж он суетится-то, как наседка? Того и гляди, забросает тебя крепко унавоженной соломой. Чтоб не продуло, ага. А вот теперь серьезно. Шуточки типа «баба за рулем — как обезьяна с гранатой», анекдоты про тупых блондинок и про Анку, которая «еще бы корыто с собой взяла» — это повод немедленно встать и уйти. А еще лучше — оформить свой уход максимально эффектно: выливать пиво ему на голову совершенно необязательно, а вот сжечь мерзавца глаголом не помешает. В конце концов, рано или поздно он позовет на свидание какую-нибудь другую барышню. Позаботься о своей подруге по несчастью, ладно? Увлекательно…Было бы интересно еще почитать, присылайте на почту. ОК Я соглашаюсь с правилами сайта Спасибо. Мы отправили на ваш email письмо с подтверждением. 	30 мелочей, которые портят впечатление о мужчине	not_news
https://graziamagazine.ru/news/irinu-sheyk-v-ushkah-mikki-mausa-i-prozrachnoy-kofte-zametili-v-nyu-yorke/	33-летняя Ирина Шейк попала в объективы папарацци в Нью-Йорке. Модель спешила на вечеринку-маскарад по случаю Хэллоуина. Бывшая возлюбленная Брэдли Купера выбрала соблазнительный образ возлюбленной Микки Мауса, персонажа Минни Маус. На Ирине был черный лонгслив из прозрачной ткани, под который она надела бра в тон, а также алая мини-юбка в горошек — платье с таким принтом носит прототип образа модели. Сверху Шейк накинула темный плащ Burberry. Образ дополнили ушки Минни с бантиком, капроновые колготки с рисунком, сумочка в тон юбке и элегантные туфли. Вместо яркого макияжа Ирина сделала очаровательный грим с маленьким носиком и ушками как у мышки. Однако королевой сексуальных образов на Хэллоуин в этом году стала Кайли Дженнер. Знаменитость перевоплотилась в русалочку Ариэль и кинодиву Мэрилин Монро. А ее сестра, Ким Кардашьян, решила стать самым гламурным адвокатом Эль Вудс из фильма «Блондинка в законе». 	Ирину Шейк в ушках Микки Мауса и прозрачной кофте заметили в Нью-Йорке	entertainment
https://www.mos.ru/news/item/65216073/	В городском трамвайном парке уже более 300 вагонов нового поколения «Витязь-Москва». Все, что нужно знать об этой модели, — в материале mos.ru. Трамваи заходят в цех технического обслуживания депо имени Н.Э. Баумана с интервалом в несколько минут. Ежедневно каждый трамвай совершает здесь три короткие остановки: под полосами рельсового пути устроены смотровые канавы и приямки, в которых рабочие осматривают оборудование вагонов. 80 лет назад в этом депо, называвшемся тогда Ростокинским, обслуживали первые в Москве трамвайные вагоны М-38. После войны на маршрутах депо началась эксплуатация первых трамваев МТВ-82, а в начале 1960-х здесь осваивали эксплуатацию знаменитой модели «Татра Т3». В марте 2017 года из депо имени Н.Э. Баумана на маршрут № 17 впервые вышел новейший трамвай серии «Витязь-Москва». Это самый популярный в городе маршрут: в среднем за сутки трамваи № 17 перевозят около 65 тысяч пассажиров. От станции метро «Медведково» на них можно доехать до станции Московского центрального кольца Ростокино и платформы Северянин, парка «Акведук», ВДНХ и Останкинского пруда. На сегодняшний день депо имени Н.Э. Баумана, обслуживающее шесть маршрутов, полностью укомплектовано трамваями «Витязь-Москва» — как и Октябрьское трамвайное депо. Кроме того, с 2019 года «Витязи» поступают в депо имени И.В. Русакова. Трамваи этой модели выходят на 15 городских маршрутов и еженедельно перевозят более 2,1 миллиона пассажиров. Трамваи серии «Витязь» делают на Тверском вагоностроительном заводе. Это первые полностью низкопольные трамваи, сделанные в России. В основе решения — уникальная конструкция поворотной тележки. Так называется основной элемент ходовой части вагона — здесь установлены электромотор, подвеска и устройство торможения, на раму тележки опирается кузов вагона, а колесные пары удерживают его на рельсах. Пол в «Витязях» низкий по всей длине вагона. Это удобно для маломобильных граждан, пожилых людей, пассажиров с детскими колясками. Кроме того, благодаря эластичной конструкции поворотных тележек снижается как воздействие на рельсы, так и внешний шум — трамваи «Витязь-Москва» передвигаются по городу значительно тише, чем модели предыдущего поколения, — на 25–30 процентов. Длина шестидверных трехсекционных вагонов составляет 27,5 метра, а ширина — 2,5 метра. В них установлено до 64 пассажирских сидений — в зависимости от модификации. Всего салон «Витязя» вмещает до 260 пассажиров. А в вагонах следующего поколения, которые вскоре поступят в московские депо, установят еще 10 дополнительных сидений. Двери в вагонах открываются по требованию — при нажатии пассажиром подсвеченной кнопки. Проемы оснащены тепловыми завесами, предназначенными для сохранения в вагоне комфортной температуры в холодную погоду. Также в новых трамваях работают камеры видеонаблюдения и система спутниковой навигации. В пути пассажиры могут зарядить мобильные устройства — для этого в салонах есть USB-разъемы. В вагонах следующего поколения предусмотрены и разъемы формата USB Type-C, а снаружи появятся видеопанели — на них будет отображаться маршрут следования трамвая. Жизненный цикл новых трамваев составляет 30 лет. Сервисное обслуживание и ремонт вагонов, согласно контракту, производитель осуществляет на протяжении всего этого срока. Так компания-перевозчик может сосредоточиться на обеспечении качественных перевозок горожан, а подвижной состав максимально эффективно используется на маршрутах. Как проходит ежедневный осмотр трамвая? Первое, что делает работник цеха, когда трамвай заходит в депо, — регистрирует вагон в бортовом журнале. В нем фиксируется километраж и — при наличии — заявки от водителей на ремонт. Затем начинается проверка оборудования. Рабочие заполняют емкости, предназначенные для подачи песка под движущие колесные пары. Это необходимо, чтобы вагон не буксовал: песок улучшает сцепление колес с рельсами. Называется система подачи песка просто — песочница. После этого вагоны ждет влажная уборка: в салонах протирают поручни и сиденья, моют полы. На следующей «остановке» трамвай сверху донизу осматривают слесари: поднимаясь на специальные лестницы, проверяют целостность токоприемника, а спускаясь в смотровые канавы — состояние колесных пар. Осмотр одного трамвая в среднем занимает 20 минут. В парке депо имени Н.Э. Баумана насчитывается 125 трамваев «Витязь-Москва». Площадь депо составляет 68,6 тысячи квадратных метров. Здесь работают более 500 человек, из них 360 — водители трамвая. Ремонтные зоны депо не раз реконструировали: новые поколения трамваев требовали нового оборудования и усовершенствования стандартов обслуживания. В 1960-е, с началом эксплуатации вагонов «Татра Т3», здесь были оборудованы новые цеха и участки. Реорганизованные с учетом особенностей конструкции трамваев «Витязь-Москва», они используются и сейчас. В ближайшем будущем депо ждет масштабная реконструкция. На его территории уложат дополнительные трамвайные пути, создав еще 40 мест для размещения трамваев «Витязь-Москва». Кроме того, модернизируют инженерные сети, моечно-уборочный и производственный комплексы. Работы планируется завершить в 2023 году. Трамвайная сеть Москвы — это 418 километров рельсовых путей. На 45 городских маршрутах работают более 600 вагонов. Ежедневно ими пользуются свыше 650 тысяч человек. Трамвай — самый экологичный и безопасный вид городского транспорта. А среди наземного транспорта еще и самый эффективный: в среднем за час трамвай перевозит почти в три раза больше пассажиров, чем автобус или электробус. Комплексная программа возрождения трамвайного движения в городе, разработанная Правительством Москвы, направлена на полное обновление подвижного состава московского трамвая, капитальный ремонт путей и строительство новых линий. С 2010 года в Москве реконструировали более 220 километров трамвайных путей — больше половины от общей протяженности трамвайных маршрутов в городе. Технологии, использующиеся в ходе работ, помогают уменьшить уровень шума при движении вагонов. Помимо этого, трамвайные пути обособляют, чтобы на них не могли въезжать автомобили. В результате на 60 процентов снизилось количество ДТП с участием трамваев и в 10 раз сократилось число задержек трамваев из-за пробок, вызванных авариями на трамвайных путях. Благодаря этому скорость движения трамваев повысилась в среднем на 20 процентов. 	Депо, вид изнутри: как заботятся о «Витязях» и зачем им песочницы	technology
https://the-flow.ru/videos/sharlot-v-krovat-tebya-hochu	Шарлот выпустил клип на трек ``В кровать тебя хочу`` — это привычный для него акустический трек о юности и отношениях. Шарлот — это настоящая фамилия 22-летнего музыканта из Самары, чей дебютный альбом выпустили Sony. Шарлот играл в местных группах, ездил на шоу ``Песни`` — и то, и другое без зримого успеха. Внимание к своим сольным трекам он привлек каверами. Он рассказывал в интервью, как после одного из них с ним связывалась группа Amatory, а другой перепостил Кирилл Бледный, вызвав вал новых подписок. Дебютный альбом ``Навечно молодым`` вышел в сентябре: чарты он не разорвал, но отправил артиста на программу к Урганту. Очень похоже, что к следующему лету мы будем слушать Шарлот на фестивалях Москвы — и не только Москвы. В тему: Шарлот ``Навечно молодой`` Проверяем инди-сцену на искренность 	Шарлот выпустил клип ``В кровать тебя хочу``	entertainment
https://www.searchengines.ru/aliexpress-rossiya-11-11.html	Россияне в рамках китайского Дня холостяка — 11 и 12 ноября — потратили на AliExpress рекордные 17,2 млрд рублей. Как говорится в сообщении AliExpress Россия, за два дня 5 млн россиян совершили более 30 млн покупок на площадках компании. AliExpress впервые раскрыл данные по продажам в России: Также впервые более 15% оборота AliExpress в России во время распродажи пришлось на российских продавцов. Доля увеличилась в 17 раз по сравнению с прошлым годом, отметили в компании. Крупнейшие на AliExpress результаты продаж показал магазин из России: его оборот за два дня превысил 500 млн рублей. Самым популярным товаром стал телефон iPhone XR, также в топ-3 вошли робот-пылесос и 50-дюймовый телевизор. Напомним, что в Китае продажи в честь Дня холостяка также прошли в рекордных объемах. Объем продаж Alibaba Group менее чем за сутки от начала акции перевалил за $30 млрд.  Всего в распродаже AliExpress в России приняли участие более 150 тыс. продавцов из разных стран мира. 	AliExpress в День холостяка продала россиянам товары на 17,2 млрд рублей	economy
https://www.medikforum.ru/zoj/85028-5-udarov-po-zdorovyu-kotorye-nanosit-eda-po-nocham.html	Еда во внеурочные часы может нанести серьезный вред организму. Потребление пищи по ночам легко вызывает привыкание, может трансформироваться в расстройство пищевого поведения, известное как «синдром ночной еды», способствовать лишнему весу и другим проблемам со здоровьем.Медики и ученые рекомендуется потреблять основную часть калорий в дневное время, когда наш организм более активен, и мы можем сжигать больше жира для выработки энергии. Люди, которые легко позволяют себе есть по ночам, должны знать о вредных последствиях своей привычки для здоровья, считают эксперты.Нарушения сна. Потребление пищи в позднее время суток, когда организм по идее должен спать, снижает в нем выработка мелатонина, гормона, обеспечивающего нам быстроту засыпания, продолжительность и качество сна. Люди, которые едят поздно ночью, также склонны позже начинать свой день, что со временем может привести к нарушению естественных биоритмов, с которым в свою очередь связано развитие многих неблагоприятных для здоровья процессов.Проблемы с пищеварением. Ночные ужины часто связаны с желудочными недомоганиями, вызванными плохо переваренной пищей. Кроме того, тем, кто наедается на ночь, хорошо знакома проблема кислотного рефлюкса, при котором желудочный сок и его кислота попадают в пищевод и повреждают его слизистые.Нездоровое увеличение веса. Регулярные ночные приемы пищи сбивают привычный для организма график питания. Исследования показывают, что люди, которые едят непосредственно перед сном, утром чаще отказываются от завтрака, а днем вместо полноценного обеда обходятся лишь незначительным перекусом. Самый сильный аппетит они ощущают поздно вечером, и именно на это время суток приходится основной прием калорий. При этом калорийность их ужинов оказывается значительно более высокой, чем у людей, которые завтракают и ужинают в светлое время дня.Повышенное кровяное давление. Согласно имеющимся данным, еда по ночам ассоциируется с повышенным кровяным давление или гипертонией  и более высоким уровнем сахара в крови натощак. Исследование кардиологов из Колумбийского университета Vagelos College of Physicians and Surgeons свидетельствует: у людей, принимающих пищу по ночам, гипертония развиается на 23% чаще по сравнению с теми, кто ест в более раннее время.Диабет. В статье, опубликованной в журнале Experimental Physiology, ученые констатируют: еда по ночам - это грубое нарушение циркадного ритма, болезненно воспринимаемое организмом и приводящее к серьезным метаболическим последствиям, в частности, к развитию диабета.Ранее МедикФорум писал о том, что представляет собой синдром ночной еды. 	5 ударов по здоровью, которые наносит еда по ночам	not_news
https://car.ru/news/automobili/57549-toyota-podvinsya-great-wall-predstavila-dvigatel-na-toplivnyih-eielementah-tretego-pokoleniya/	Нет сомнения, что Toyota выпускает самые популярные автомобили на водородном двигателе. И это - это Mirai. Однако первая генерация машины уже заканчивает свою эпопею. Японский автопроизводитель уже рассказал о Mirai новой генерации. Автомобиль начнут выпускать уже ноябре 2020 года. Но и Китай не дремлет. Вместе с Toyota Мirai нового поколения начнут появляться и её конкуренты из Поднебесной.   К сейчас в КНР проводятся масштабные работы над водородными моторами. Этим, например, может похвастаться Great Wall. Двигатель 3-го поколения Beyond-300E курировал филиал китайского автогиганта - Motors Shangran Power. Характерно, что это силовая установка полностью создана на комплектующих из Китая. Если мощность силовой установки на топливных элементах 1-го поколения - 40 кВт, а второго - 55 кВт, то надо отметить, что мотор Beyond-300E серьёзно выделяется, ведь его мощность уже сотня кВт. А это уже близко к двигателю актуальной Miari, мощность которой 113 кВт. Примечательно, что конкурент на 10% экономичнее предыдущих, а цена комплектующих меньше почти на треть. Массовый выпуск мотора и автомобилей с этими двигателями стартуют также в конце 2020 года. Очень интересно, что Beyond-300E не будет ограничиваться лишь легковушками. Например, его будут ставить в пикапы Great Wall, микроавтобусы и даже в легкие коммерческие грузовики. 	Toyota, подвинься. Great Wall представила двигатель на топливных элементах третьего поколения	technology
https://omskzdes.ru/society/66274.html	В ноябре и декабре на экране одного из кинотеатров города состоятся показы мировых оперных и балетных постановок.   Проект OperaHD запускает в Омске серию трансляций мировых оперных и балетных постановок. Сезон откроется 20 ноября в киноцентре ``Галактика``. В этот день состоится показ ``Травиаты`` из Парижской оперы в постановке Саймона Стоуна (12+) Как говорится в анонсе на сайте проекта Саймон Стоун любит интерпретировать известные произведения оперного репертуара, рассматривая их в более интимном ключе. Это будет долгожданный дебют одного из наиболее известных театральных режиссёров современности. Совместная постановка с Венской государственной оперой. Трансляция в Омске будет вестись на итальянском языке с русскими субтитрами. В декабре в ``Галактике`` состоится еще два показа: 4 декабря ``Дон Жуан`` (12+) Моцарта из Королевской оперы в Лондоне. В этой постановке Каспера Хольтена особую роль играет видеопроекция - за ее жизнью хочется наблюдать не менее вовлеченно, чем за драматичными перипетиями в сюжете. Это совместная постановка с Оперой Израиля, Большим театром Лисеу, Барселона и Гранд-Оперой Хьюстона. 28 декабря - сказочно-рождественский ``Щелкунчик`` (6+) в исполнении артистов Королевского балета. В постановке Питера Райта. Премьерная постановка в 1984 году получила восторженные отзывы критиков и заслуженно стала исключительным образцом актерского и хореографического мастерства. Фото: официальный сайт http://www.operahd.ru/  	В Омске на большом экране покажут ``Травиату`` из Парижской оперы	entertainment
https://zik.ua/ru/news/2019/11/05/v_yaponyy_sozdaly_avtomobyl_yz_drevesyni_1683819	Японские инженеры создали необычный суперавтомобиль из материалов растительного происхождения, который получил название Nano Cellulose Vehiе. Об этом сообщает ACC. Как отмечается, автомобиль был создан из нового материала с использованием наноцеллюлозних волокон и отходов сельскохозяйственного производства и дерева. В частности, этот материал считают легче и прочнее стали. В связи с этим вес этого автомобиля почти в два раза меньше, чем среднестатистическое авто. К слову, разработчики спорткара отмечают, что Nano Cellulose Vehicle – это лишь опытный образец, при создании которого волокна применялись в кузовных панелях и части силовой структуры. Информацию о том, какая силовая установка в новинке, инженеры пока не сообщают. Напомним, на прошлой неделе житель Японии шокировал социальную сеть, создав камень для кольца из собственных ногтей. 	В Японии создали автомобиль из древесины	technology
https://rtown.ru/science/6059-narkomanov-uchenye-nauchilis-opredeljat-po-otpechatku-palca.html	Работающая в Университете Суррея команда ученых смогла разработать новую систему, благодаря которой можно определить наличие героина по отпечатку пальца человека. В процессе работы над новой системой исследователи брали образцы отпечатков пальцев тех людей-наркоманов, кто обратился за помощью в специализированные реабилитационные центры чтобы побороть свою наркотическую зависимость. Также брались отпечатки у людей, которые не употребляли наркотических средств, чтобы ученые могли видеть разницу. В конечном результате оказалось, что после контакта человека с наркотиками, в порах его пальцев остаются мельчайшие частички этих веществ, определять которые научились ученые. Примечательно, что даже тщательное мытье рук не способно убрать с поверхности кожи эти микрочастицы наркотиков.	Наркоманов ученые научились определять по отпечатку пальца	science
https://bk55.ru/news/article/160095/	Было достаточно одного вопроса, чтобы разбогатеть. Стало известно, что на последнем выпуске интеллектуальной передачи клуба «Что? Где? Когда?» омичка Любовь Бузина в прямом эфире очень удачно задала вопрос знатокам. В тот момент игра шла при счёте 3:3, было время «блица». Одному игроку нужно было ответить за минуту на три вопроса (даётся 20 секунд на одну проблему). При этом ведущий сделал ошибку в имени жительницы Омска — сперва он назвал её Ольгой. Любовь Бузина задавала свой первый вопрос Антону Иокову. Вопрос был такой: «Когда была выпущена вот эта новогодняя открытка?». В этот момент знатоку была вынесена открытка. По окончании положенного на размышления времени Иоков ответил: «От безысходности мне придётся дать ответ — 1980 год». Однако он дал неверный ответ. Ведущий интеллектуальной игры прокомментировал: «Посмотрите на открытку. На ней не понятно где верх, а где низ. Как ни поверни! Надо было её повертеть!» Второй раз Борис Крюк реабилитировался, назвав победительницу выигрыша Любовью. Омичка выиграла 80 тысяч рублей. Важно сказать, что этот выпуск в Омске смогут посмотреть 16 ноября. Юлия Гриценко 	Омичка выиграла у знатоков клуба «Что? Где? Когда?» 80 тысяч рублей	entertainment
