INPUT:url	INPUT:text	INPUT:title	GOLDEN:res	HINT:text
https://sakhalinmedia.ru/news/878155/	Даже если гороскопы — это всего лишь выдумка, то прок в них все равно есть. Вы, наверное, замечали, что в них нет негатива, как в тех же гаданиях. Ни один гороскоп не скажет вам, что будет пожар, смерть или измена. Конечно, в гороскопе могут написать, что у вас неблагоприятный день, но он всегда дает вам шанс обойти неприятности и препятствия. ИА SakhalinMedia предлагает астропрогноз на 16 ноября, составленный экспертами сервиса Astrocentr.ru. ОВЕН Вы можете стать жертвой навязчивой идеи. Пытаться с ней бороться бесполезно, так что расслабьтесь. Вряд ли она будет уж очень дурна. ТЕЛЕЦ Обратите внимание, правильно ли Вы распределяете свои симпатии. Для Вас характерна леность, нетребовательность к себе, нездоровый эгоизм и потакание прихотям. Затруднения в деловых и личных отношениях, особенно с молодыми женщинами. Любовные неприятности могут отвлекать от работы. Остерегайтесь экстравагантных покупок, излишних трат. Расчет на получение прибыли не оправдан. Неудачи в контактах с публикой, в общественной деятельности. Возможны финансовые или юридические затруднения БЛИЗНЕЦЫ День хорош для деловых начинаний. На вечер можно запланировать поход к парикмахеру. Скоротечный служебный роман может вызвать открытую неприязнь со стороны коллег и начальства. Постарайтесь избежать служебных связей, — Вы только выиграете. РАК Все вокруг Вас будут смеяться. Не нужно обижаться, они смеются не над Вами, а с Вами. У Вас появятся новые друзья. ЛЕВ Вы настолько будете поглощены собственными проблемами и делами, что можете не обратить внимание на проблемы, возникающие в семье. К тому же, Вы будете склонны слишком резко реагировать на просьбы и претензии со стороны домочадцев, расценивая любое их пожелание, как покушение на свою свободу. Ясное дело, что такое поведение гармонии и миру в семье способствовать не будет. Так что, если Вы не хотите перессориться со всеми членами семьи, то должны вести себя с ними более мягко, лояльно и снисходительно. ДЕВА Вы не найдете поддержки и покровительства, даже понимания. Рабочий день сопровождается ссорами и недовольством, различными затруднениями и препятствиями. Вы можете понести неожиданные потери. Следует избегать травм на производстве. Тем не менее, если Вам удастся найти конструктивное применение Вашему возросшему честолюбию, то можете добиться достойных результатов. ВЕСЫ День будет отмечен высокой активностью. Ваше чувство осторожности может помешать Вашей карьере. Отличное настроение и боевой настрой, полученные вместе с чашкой утреннего кофе, способствуют Вашей работоспособности. Вероятны конфликты с близкими, особенно со старшими родственниками. СКОРПИОН Вы, возможно, гораздо больше зависите от других, чем думаете. Придется признать этот несколько удручающий факт и вести себя соответственно. СТРЕЛЕЦ Вам хочется быть дома, Вы себя чувствуете комфортно среди близких, у домашнего очага. Появляется стремление иметь собственность и ею распоряжаться по своему усмотрению, быть главой семьи. Это может приводить к приступам домашней тирании и недоразумениям с родителями. Возможно, что домашние дела угнетают Дух, возникает много дел по дому, на это уходит много энергии. КОЗЕРОГ Ваша задача — быть в курсе событий, тогда Вам не придется жалеть об упущенных возможностях. Не уходите далеко от телефона и почаще проверяйте почтовый ящик. ВОДОЛЕЙ Обаяние и неотразимость в общении, поездках, контактах. Вы вежливы, предупредительны и тактичны, у Вас со всеми гармоничные отношения. Может произойти романтическое знакомство в поездке или по телефону. Вы склонны писать сегодня сентиментальные стихи и любовные письма. Возможны также проблемы в обучении из-за лени, неудовлетворенность и дискомфорт в отношениях с соучениками, родственниками, соседями. РЫБЫ Лучший фон для деловых поездок и переговоров. Исключите сегодня из своего меню мясо, замените его овощами. Подходящий момент для выяснения отношений с любимым человеком. Будьте осторожны — не повредите бытовую технику. 	Гороскоп на 17 ноября: Львы поглощены проблемами, а Овны стали жертвой навязчивой идеи	other	Гороскопы на будущее - Прочее
https://newdaynews.ru/incidents/675570.html	В Иванове задержали банду телефонных мошенников, которые действовали в разных регионах России. Злоумышленники представлялись сотрудниками банков и похищали деньги доверчивых граждан. Как сообщила официальный представитель МВД РФ Ирина Волк, в полицию поступило несколько заявлений о хищении денег, совершенных дистанционным путем. Во всех случаях схема преступления была одинакова: мошенники звонили клиентам банков и заявляли о попытке снятия денег со счета. Затем звонивший предлагал перевести средства на «безопасный» счет, граждане сами называли злоумышленникам все данные, которые позволяли списать деньги. «Таким образом, мнимые сотрудники банка получали доступ к электронным счетам граждан и похищали их сбережения. Причиненный ущерб варьировался от 9000 до 20 000 рублей», – отметила Волк, добавив, что преступники постоянного места дислокации не имели – пытаясь запутать следы, они переезжали с места на место и совершали звонки из разных регионов страны. В результате спецоперации силовики задержали девять подозреваемых – семь женщины и двух мужчин. По предварительной информации, задержанные могут быть причастны более чем к 50 эпизодам противоправной деятельности. Уголовное дело возбуждено по п. «г» ч. 3 ст. 158 УК РФ «кража, совершенная с банковского счета». При обысках у подозреваемых изъято около 20 мобильных телефонов, свыше 200 сим-карт, более десяти банковских карт. Одного фигуранта суд поместил под стражу, остальные дали подписку о невыезде и надлежащем поведении. Иваново, Служба информации РИА «Новый День» © 2019, РИА «Новый День» Написать автору или сообщить новостьПодписывайтесь на каналыЯндекс НовостиЯндекс ДзенYouTube	В Иванове задержали банду телефонных мошенников	society	Криминал - Общество
https://adindex.ru/news/offtop/2019/11/18/277094.phtml	Starvit будет ориентирован на любителей здорового образа жизни Холдинг «Газпром-медиа» (НТВ, ТНТ, «Авторадио» и др.) запустил новое направление бизнеса — энергетические напитки под брендом Starvit. Об этом пишет газета «Коммерсантъ». Речь идет о растворимых таблетках Starvit Vitamin Energy, среди основных компонентов которых кофеин, теанин, экстракт корня женьшеня и китайский лимонник. Продукт позиционируется как «витаминный коктейль» и «натуральный стимулятор». Starvit станет зонтичным брендом, под которым планируется «линейка функциональных напитков», подтвердили изданию в «Газпром-медиа». Целевая аудитория — живущие в мегаполисах молодые люди в возрасте 20–40 лет, которые привыкли к интернет-покупкам, уточнили в компании. Он уже продвигается в социальных сетях, в том числе с помощью интеграций с блогерами. Гендиректором новой компании ООО «Старвит» стал Александр Самборский (руководит ООО «ТНТ-Регион»). Starvit — не первый непрофильный проект «Газпром-медиа». В августе холдинг стал соучредителем с долей 50% агентства по работе со звездами BubelMGT, основанного участницей шоу «Холостяк» на ТНТ Дусей Бубель. Также холдинг за недавнее время инвестировал в стартап Native Rent по пакетному размещению нативной рекламы, агентство по работе с блогерами Happy Monday Family, производителя детских товаров Nappy Club, агрегатор кейтеринговых сервисов Catery Catery. 	«Газпром-медиа» запустил собственный бренд энергетических напитков	economy	Бизнес - Экономика
https://etcetera.media/uchenyie-vyiyasnyali-skolko-energii-chelovek-tratit-na-to-chtobyi-dumat.html	Люди, которые занимаются физическим трудом, нередко подшучивают над офисными сотрудниками и инженерами. В обществе бытует мнение, что они не напрягаются, ведь их работа – «стучать по клавиатуре». EtCetera выяснял, правда ли, что умственная работа не требует больших энергозатрат. ОБЯЗАТЕЛЬНЫЙ МИНИМУМ. В течение суток организм расходует энергию не только на силовые или умственные нагрузки, но и на поддержание жизненных процессов. Например, энергия тратится на дыхание и на работу внутренних органов. Так что даже если человек будет целый день лежать на диване в теплой комнате, его организм будет работать и тратить силы. Чтобы узнать, сколько калорий вы тратите таким образом, нужно вычислить показательBMR (базального метаболизма). В среднем мужчины в возрасте 30-39 лет при весе 70 кг тратят на основной обмен 1650 Ккал, а женщины того же возраста при весе 55 кг – 1260 Ккал. ФИЗИЧЕСКАЯ РАБОТА. Когда человек занимается какой-то деятельностью, его энергозатраты возрастают. И, чтобы выяснить, какое количество энергии он тратит за день, необходимо вычислить AMR (активный метаболизм), то есть умножить показатели основного обмена на коэффициент, соответствующий работе. Меньше всего энергии необходимо тем, кто ведет сидячий образ жизни (коэффициент – 1,2). При средней активности, например, физических нагрузках от 3 до 5 раз в неделю коэффициент возрастает до 1,55, а для профессиональных спортсменов – до 1,9. ПОЧЕМУ МЫ НЕ ЛЮБИМ ДУМАТЬ? В среднем в организме человека на мышцы приходится 35-45% от общей массы тела, а на мозг – всего около 2%. При этом он требует колоссальных энергетических ресурсов. Сергей САВЕЛЬЕВ, доктор биологических наук: В течение долгих веков эволюции организм приспосабливался экономить ресурсы, потому что у людей не было уверенности, что они смогут добыть себе пищу на следующий день. Современный человек редко испытывают острый недостаток в еде, поэтому не видит смысла в экономии энергии. Но привычка «экономить» заложена в нас на уровне генов и рефлексов. КАК РАБОТАЕТ МОЗГ? Врач-психиатр Андрей Курпатовобъясняет, что человеческий мозг работает не с фактами реальности, а с интеллектуальными объектами. Он постоянно получает сигналы извне через органы чувств, которые устроены так, что в один момент времени могут либо воспринимать информацию, либо передавать ее мозгу. Поэтому органы чувств на время «отключаются», чтобы передать мозгу сигнал. В результате мозг получает прерывистые сведения и «видит» не весь процесс, а его отдельные моменты. Затем ему приходится производить сложную и энергозатратную работу – реконструировать реальность по полученным фрагментам. Это можно сравнить с тем, как мы смотрим кино: лента состоит из отдельных картинок, но мы воспринимаем их как плавное движение. КАК ВОССТАНОВИТЬСЯ ПОСЛЕ НАГРУЗКИ? Сознательно остановить работу мозга мы не можем: он продолжает трудиться даже во сне – обрабатывает полученную за день информацию и синхронизирует работу полушарий. Поэтому лучший отдых для мозга – это смена деятельности. В отличие от деятельности мозга, работа мышц находится в зоне нашего контроля. Лучшие способы восстановления после физической нагрузки определили ученые французского университета Пуатье. В 2018 году они исследовали три базы данных – PubMed, Embase и Web-of-Science и пришли к выводу, что наиболее эффективно снимает усталость мышц массаж и компрессионная (утягивающая) одежда. А для снятия воспаления мышц лучше использовать массаж в сочетании с прохладной ванной. 	Сколько энергии человек тратит, чтобы думать	not_news	Не новость
https://life.ru/t/%D0%B0%D1%80%D1%82%D0%B8%D1%81%D1%82%D1%8B/1255224/volochkova_pokhudiela_do_pughaiushchiegho_sostoianiia_i_diietologhi_boiatsia_chto_budiet_dalshie	Недавно Анастасия поделилась снимком, на котором предстала в новом дерзком образе с короткой стрижкой. Но на этом перемены во внешности не закончились. Волочкова рассказала, что практически ничего не ест и проводит по восемь часов в день у станка, репетируя новое шоу. Результат танцовщица демонстрирует на снимках, где выглядит худой и измождённой. Такой образ жизни экс-балерины у многих вызвал беспокойство. По словам диетолога Нади Шарк, организм, недополучающий необходимые питательные вещества, может выйти из строя, пишет КП. Но, возможно, Волочкова дополнительно использует витамины, минералы, БАДы. Не остались в стороне и подписчики Анастасии в ``Инстаграме``. Напуганные фанаты предположили, что у танцовщицы вскоре могут возникнуть серьёзные проблемы со здоровьем, и даже заподозрили в начинающейся анорексии. Бывшая девушка Тимати выложила фото в бикини, напугав своей фигурой даже медиков 	Волочкова похудела до пугающего состояния, и диетологи боятся, что будет дальше	entertainment	Личная жизнь знаменитостей - Культура и развлечения
https://www.rlsnet.ru/news_102654.htm	ФГБУ ДПО «Центральная государственная медицинская академия» Управления делами Президента Российской Федерации 22 ноября 2019 года проводит научно-практическую конференцию «Актуальные вопросы офтальмологии». Научный руководитель — И.Э. Иошин, д.м.н., профессор, заведующий офтальмологическим центром ФГБУ «Клиническая больница» Управления делами Президента РФ, главный внештатный специалист офтальмолог Управления делами Президента РФ. Организаторы Программа конференции Конференция будет транслироваться онлайн. Необходимо зарегистрироваться в специальной форме на официальном сайте мероприятия, ссылка для просмотра будет отправлена на указанный при регистрации адрес электронной почты. Документация по конференции представлена в Комиссию по оценке учебных мероприятий и материалов для НМО (www.sovetnmo.ru). Начало научной программы в 09.00. Место проведения: Москва, ФГБУ «Поликлиника №1», Калошин пер., д. 3, стр. 2 (проходная). 	Актуальные вопросы офтальмологии	science	Новость про науку
https://www.ural56.ru/news/637593/	В Оренбургской областной филармонии появится симфонический оркестр. Именно для его музыкантов учреждение недавно закупило немецкие скрипки на сумму почти 9 млн. рублей. Симфонический оркестр создадут на базе камерного оркестра, который существует уже 20 лет. Благодаря нацпроекту «Культура» появилась возможность сделать большой музыкальный коллектив. Для этого филармонии были выделены средства на покупку инструментов. В октябре учреждение закупило 14 скрипок немецкой фирмы, их приобретение обошлось в 9104800 руб. В Минкульте пояснили, почему были выбраны столь недешевые инструменты. Выбор делали сами музыканты. Сообщается, что скрипки изготовлены из дорогих пород дерева вручную, что позволит получать качественный звук. Музыкальный инструмент. Фото: Минкультуры Оренбургской области Кроме того, учреждение культуры планирует приобрести еще несколько акустических и цифровых музыкальных инструментов, среди них духовые и фортепиано. Добавить Ural56.ru в избранные источники Яндекс Новости 	Стало известно, зачем оренбургская филармония купила скрипок на 9 млн.руб.	entertainment	Концерты в филармонии - Культура и развлечения
https://tvkultura.ru/article/show/article_id/352557	Запись Шестой симфонии Малера, сделанная оркестром MusicAeterna под управлением Теодора Курентзиса была отмечена престижной музыкальной премией Edison Klassiek — 2019. Члены жюри назвали запись ошеломительной. «Теодор Курентзис как будто заново сочиняет эту партитуру, и ты ловишь себя на мысли, что ты как будто никогда прежде не слышал музыку Малер», - сказано в сообщении. Это не первая победа Курентзиcа и оркестра MusicAeterna. Исполнители получают премию Edison Klassiek третий год подряд. В 2017 году этой награды была удостоена запись Don Giovanni Моцарта в номинации «Опера», а в 2018 году — Шестая («Патетическая») симфония Чайковского в номинации «Оркестр». Фото: Вадим Шульц 	Теодор Курентзис и MusicAeterna стали лауреатами премии Edison Klassiek	entertainment	Музыка - Культура и развлечения
https://meduza.io/news/2019/11/14/kompaniya-facebook-vpervye-raskryla-dannye-ob-udalenii-kontenta-iz-instagrama-za-polgoda-tam-zablokirovali-bolshe-treh-millionov-postov	Компания Facebook представила отчет об удалении контента во втором и третьем квартале 2019 года. В него впервые включены данные про инстаграм (принадлежит Facebook). В общей сложности в апреле-сентябре из инстаграма было удалено не менее 3,3 миллиона постов, нарушающих политику соцсети. Речь идет о записях, попавших в одну их четырех категорий: суицид и причинение вреда себе (1,7 миллиона удаленных постов), фото детей с изображением обнаженного тела и сексуальная эксплуатация детей (1,3 миллиона постов), террористическая пропаганда (240 тысяч постов) и покупка или продажа запрещенных товаров (1,55 миллиона постов только за третий квартал 2019 года). Статистика по другим категориям не представлена. В отчете отмечается, что в абсолютном большинстве случаев записи были обнаружены и удалены до того, как на них пожаловались пользователи. 	Компания Facebook впервые раскрыла данные об удалении контента из инстаграма. За полгода заблокировали больше трех миллионов постов	technology	Инстаграм, Facebook - Технологии
https://www.searchengines.ru/local-expand.html	Google Ads приступил к запуску ряда обновлений для локальных и торговых кампаний. Новые функции станут доступны в ближайшие недели. На момент запуска в 2018 году основной целью локальных кампаний было привлечение покупателей в торговые точки, а единственной целью для оптимизации были посещения магазина. Теперь локальные кампании также будут поддерживать и другие цели, такие как звонки или  запросы маршрута, для которых не нужен учёт посещений. В скором времени рекламодатели, использующие локальные кампании, смогут загружать фиды товаров и выбирать набор товаров для показа в объявлениях в контекстно-медийной сети Google. Объявление на примере ниже содержит информацию о часах работы магазина, картинку и перечень доступных в магазине товаров. Новая функция позволит показывать торговые точки тем пользователям, которые прокладывают маршрут, проходящий рядом с ними. При нажатии на пин магазина пользователи увидят более подробную информацию о нём и смогут добавить соответствующую остановку в свой маршрут. Рекламодатели смогут добавлять в эти объявления две новые CTA-кнопки: «Pick up today» (забрать сегодня) и «Pick up later» (забрать позже). Эта функция пока находится на стадии бета-тестирования. С её помощью рекламодатели могут помечать те товары, которые можно забрать в магазине сразу после покупки онлайн, а также те, которые можно заказать онлайн и получить в магазине позже. Чтобы присоединится к бете, нужно связаться с менеджером Google Ads. В сентябре Google Ads позволил использовать данные о посещениях магазинов при интеллектуальном назначении ставок в поисковых кампаниях. В ближайшие недели эта опция также станет доступна для торговых и умных торговых кампаний. Напомним, что Google Ads анонсировал новые функции для локальных кампаний в мае. 	Google Ads расширяет функционал локальных и торговых кампаний	technology	Интернет - Технологии
https://utro.ru/life/2019/11/05/1423358.shtml	прочитано 829 раз Грядущая зима не запомнится россиянам лютыми морозами. Холоднее обычного будет лишь на Дальнем Востоке в декабре, предупредил исполняющий обязанности директора Гидрометцентра России Роман Вильфанд. У жителей большинства регионов следующий месяц оставит самые теплые воспоминания в прямом смысле слова, передает ``Российская газета``. Также россиян ожидает стандартный январь, отметил синоптик. Сюрпризы грозят лишь Якутии. А вот февраля стоит бояться центру и северо-западу России. Последний зимний месяц будет прохладнее, чем все привыкли, передает ``ФедералПресс``. Осадки же спрогнозировать не так-то просто, добавил специалист. Однако в ближайшее время снега быть не должно, уверил он с небольшой оговоркой. Ситуация за окном напомнит сентябрьскую – будет тепло и сыро. Завтра, 6 ноября, ``день будет гораздо более дождливый, чем сегодня``. В среду данная тенденция сохранится, но подует сильный ветер. Погода начнет портиться с четверга, 8 ноября. Тогда температура составит +5…+8° С. Однако уже в воскресенье она поднимется до +11° С. Жителям Северной столицы повезло меньше. Там уже сегодня, 5 ноября, синоптики прогнозировали мокрый снег, температуру +1...-1° С и штормовой ветер, пишет FlashNord. 	Зима отменяется: синоптики рассекретили ``план`` декабря	other	Погода - Прочее
https://news-r.ru/news/rostov_oblast/382950/	Музыкант трагически погиб, возвращаясь с концерта в Сочи Ростов-на-Дону, 12 ноября. Жизнь ростовского гитариста ростовской рок-группы трагически оборвалась 10 ноября на Кубани. Елисея Коробецкого не стало в возрасте 34-х лет. В тот день он возвращался с концерта в Сочи на попутке вместе с ребятами. В катастрофе погиб лишь Елисей. Прощание с артистом пройдет в его родном городе в Аксае. Информация об этом появилась на личной странице погибшего. Сообщается, что проститься с Елисеем можно будет в 12.00 13 ноября по адресу проспект Шолохова 214/2. В 12.40 состоится выезд на кладбище, затем в 13.20 отпевание в часовне. Погребение намечено на 14.00. Помины пройдут в 15.00. Отмечается также, что транспорт предоставляется. Тем временем, на официальной странице коллектива размещено соболезнование родным в связи с утратой. - Погиб наш коллега, друг, товарищ, отличный музыкант, гитарист группы Cotton Joe rockabilly band Елисей Коробецкий. Приносим глубочайшие соболезнования его семье, близким, - написали участники коллектива. Ранее «Регион online» сообщал о том, что в дорожно-транспортном происшествии в Краснодасрком крае погиб Елисей Коробецкий, гитарист рокабилли-бэнда Cotton Joe из Ростова-на-Дону. По предварительной версии, водитель уснул за рулем и столкнулся с попутным авто. Читайте нас в  News 	В Аксае простятся с погибшем рок-гитаристом «Cotton Joe» Елисеем Коробецким	entertainment	Смерти знаменитостей - Культура и развлечения
https://overclockers.ru/blog/goldas/show/31704/xiaomi-dobavit-podderzhku-voiceprint-v-seriju-mi-tv-5	Начислено вознаграждениеЭта новость написана посетителем сайта, и за неё начислено вознаграждение.   Недавно компания Xiaomi подтвердила, что в настоящее время тестирует интересную функцию Voiceprint для своей недавно анонсированной линейки телевизоров Mi TV 5. В скором времени компания добавит поддержку голосовой печати на новых моделях Mi TV 5. Точной даты внедрения новой функции пока нет, но обновление должно скоро появиться. Voiceprint сделает использование телевизоров Mi TV 5 для каждого отдельного человека сугубо индивидуальным. С поддержкой голосовой печати Mi TV 5 сможет распознавать каждого пользователя по его или ее уникальному голосу.    Представьте себе ситуацию, когда вы можете обратиться к телевизору, и он сразу же узнает вас, подстроится под конкретный профиль и покажет ваш персонализированный контент и рекомендации. Другой хороший пример - когда вы можете просто сказать: «Продолжить с предыдущего видео», - и телевизор автоматически воспроизведет видео, которое вы в последний раз воспроизводили. Это как профиль отпечатка пальца, но для голоса. Mi TV 5 поставляется в обычном и Pro вариантах, с 4 ГБ ОЗУ и 64 ГБ встроенной памяти для обеспечения наиболее плавной работы. Как обычно, этот новый Smart TV от Xiaomi поставляется с собственным пользовательским интерфейсом PatchWall. Никуда не денется у новинки и традиционная поддержка Dolby Audio и DTS HD Sound. 	Xiaomi добавит поддержку Voiceprint в серию Mi TV 5	technology	Смартфоны - Технологии
https://discover24.ru/2019/11/v-sakkare-obnaruzheno-drevnee-podzemele-kotoroe-sozdali-ne-egiptyane/	В некрополе египетского поселения Саккара археологам удалось найти древние катакомбы, возведением которых занимались не египтяне. Согласно словам специалистов, это подземелье было создано почти 2 000 лет назад. Они считают, что его построили древние римляне. Ученые заметили в нем большую погребальную зону, вырубленную прямо в скале. Она включает в себя 15-метровый зал и множество ниш, вырезанных в боковых стенках. После осмотра всех ниш ученые обнаружили терракотовые статуэтки с изображением различных богов. Археологи добавили, что жители Египта воспользовались этими катакомбами повторно после ухода римлян. Рядом с ними располагались еще несколько обычных захоронений, которые, скорее всего, были сделаны в период существования Византии. 	В Саккаре обнаружено древнее подземелье, которое создали не египтяне	science	Наука
https://russian.rt.com/science/article/520906-istoriya-germaniya-ariiskie-braki	7 июня 1938 года в Австрии начали действовать нацистские законы об «охране германской крови». Населению аннексированной страны запрещалось вступать в брак с неарийцами. На территории Германии аналогичные нормы работали уже почти три года. Историки отмечают, что жёсткое регулирование личной жизни объяснялось желанием Гитлера построить «тысячелетний рейх» на основе господствующей расы. Впрочем, брачными запретами дело не ограничилось. Нацисты похищали из оккупированных стран детей, подходящих под арийский стандарт внешности, и даже собирались ввести многожёнство. О расовой политике Третьего рейха — в материале RT.	«Суть нацистского режима»: как Гитлер планировал создать «расу господ»	not_news	Историческая справка, не новость 
https://korrespondent.net/ukraine/4156394-sutky-na-donbasse-6-obstrelov-odyn-voennyi-ranen	 В воскресенье, 3 ноября, незаконные вооруженные формирования нарушили режим прекращения огня 6 раз, в результате обстрелов ранение получил один украинский военнослужащий, сообщает пресс-центр операции Объединенных сил. Противник обстрелял позиции наших подразделений из гранатометов различных систем, крупнокалиберных пулеметов и стрелкового оружия. 5 обстрелов позиций украинских сил было осуществлено в районе ответственности оперативно-тактической группировки ``СЕВЕР`` - возле Новолуганского, Хутора Свободного, в районе Золотого, вне участка разведения, дважды - близ населенного пункта Луганское.  В районе ответственности оперативно-тактической группировки ``ВОСТОК`` противник из станковых и автоматических гранатометов обстрелял позиции украинских сил возле Водяного. Вместе с тем продолжаются мероприятия в области разведения №2 в районе н.п. Золотое-4 Луганской области. ``Проходит техническое обследование, разминирование дорог и обочин, очистка местности, загрязненной взрывоопасными предметами, которое по графику продлится до 9 ноября``, - сообщили в штабе. Напомним, ранее президент Владимир Зеленский поздравил воинов и ветеранов ракетных войск и артиллерии с профессиональным праздником и выказал требование, чтобы они держали ``порох сухим`` и были гарантами тишины на Донбассе 	Сутки на Донбассе: 6 обстрелов, один военный ранен	society	Военные действия - Общество
https://www.cybersport.ru/overwatch/videos/animator-cd-projekt-sozdal-neveroyatnye-roliki-dlya-luchshikh-momentov-matcha-v-overwatch	Поклонник Overwatch и аниматор CD Projekt Давид Lamb Кордеро создал новые неофициальные ролики для лучших моментов матча. Он сделал анимации для Genji, Zenyatta, D.Va, Tracer и других героев. Инсайдер Naeri собрал их в одном видео и опубликовал в твиттере. В роликах Кордеро Genji отражает пулю от Widowmaker, Lucio скидывает оппонента в колодец на карте Иллиос, а меха D.Va демонстрирует дэб. Ознакомиться с полным списком анимаций в хорошем качестве и посмотреть другие работы автора можно по ссылке. В ночь на 2 ноября Blizzard представила вторую часть Overwatch. Известно, что в шутере появится сюжетная линия и PvE-режим, а также новые персонажи. Дату релиза сиквела разработчики не сообщили. Прочитать подробнее о нововведениях Overwatch 2 можно тут. 	Аниматор CD Projekt создал невероятные ролики для лучших моментов матча в Overwatch	entertainment	Игры - Культура и развлечения
https://rns.online/economy/V-Kremle-napomnili-o-rabochem-dne-31-dekabrya-2019-11-13/	Пресс-секретарь президента России Дмитрий Песков призвал не дискутировать на тему того, нужно ли делать 31 декабря выходным днем в этом году, несмотря на составленный Минтрудом график, передает «РИА Новости». «Было принято такое решение, день рабочий. Соответственно, надо работать», — сказал Песков, добавив, что россиян об этом решении предупредили заранее. Песков также добавил, что продолжительность зимних каникул может варьироваться. Каникулы в 2020 году будут короче, чем в предыдущие годы — с 1 по 8 января. 	В Кремле напомнили о рабочем дне 31 декабря	society	Законы - Общество
https://tjournal.ru/news/125472-fsb-raskritikovala-zakonoproekt-o-cifrovyh-profilyah-grazhdan-iz-za-riska-utechki-personalnyh-dannyh	В ведомстве считают, что у законопроекта нет целей, которые предусматривают обработку персональных данных в таком объёме. ФСБ раскритиковала предложение о создании цифровых профилей граждан из-за риска утечки персональных данных граждан, подлежащих государственной защите (силовики, прокуроры, судьи — прим. TJ). В руки журналистов «Коммерсанта» попала копия письма с замечаниями ведомства Руководитель службы оперативной информации и международных связей ФСБ Сергей Беседа утверждает, что у законопроекта нет «конкретных целей, для достижения которых предусматривается обработка персональных данных в предлагаемом объеме». Он также указал, что предложение якобы сильно повышает риск утечки сведений о лицах, подлежащих государственной защите. Беседа заявил, что законопроект нуждается в доработке. Предложение также раскритиковали в комитете Госдумы по федеративному устройству. Депутаты указали, что необходимо детально проработать систему защиты. Они также указали на серьёзные расходы федеральных и региональных средств для создания платформы и предложили перенести рассмотрение законопроекта на март 2020 года. Законопроект о создании цифровых профилей граждан внесли в Госдуму в начале июля. Депутаты предлагают объединить всю информацию из различных ведомств о россиянах на единой цифровой платформе. Создание системы предусмотрено в рамках нацпроекта «Цифровая экономика». 	ФСБ раскритиковала законопроект о цифровых профилях граждан из-за риска утечки персональных данных	society	Законы - Общество
https://mel.fm/novosti/5317082-issledovaniye-vo-vremya-ikoty-organizm	Вчера, 19:11 Вчера, 19:11 Учёные из Университета Лондона (University College London, UCL) пришли к выводу, что икота в самом раннем возрасте необходима детскому организму для налаживания работы мозга и дыхательной системы. У взрослых же, как предполагают нейрологи, икота скорее всего является рудиментарной функцией из периода младенчества. Авторы исследования утверждают, что непроизвольные движения диафрагмы вызывают в детском организме определенного рода импульсы, которые передаются в мозг и помогают при выстраивании через мозг работы всей дыхательной системы целиком. Многие из внутриутробных действий плода нужны для тренировки различных систем его организма и подготовки к жизни после родов. Аналогичное объяснение они увидели и в икоте не только новорожденных, но и во внутриутробной икоте, которая является одним из самых ранних действий, на которые способен плод. Например, известно, что ребёнок начинает икать в материнской утробе уже на девятой неделе. У новорождённого, особенно, если ребёнок родился недоношенным, икота является крайне частым явлением. Учёные замерили данные у детей в утробе матери на сроках от 30 до 42 гестационных недель, а также изучили показатели среди недоношенных. Икоту регистрировали при помощи датчиков движения и электроэнцефалограммы. Наблюдения показали, что сокращения мышц диафрагмы при икоте вызывали выраженный ответ в коре головного мозга. Тогда учёные предположили, что мозг новорожденного может связывать сам звук икоты с ощущением от сокращения мышц диафрагмы и запускать выработку навыка дыхания. Авторы исследования посчитали, что это заключение может помочь разобраться, что означает икота для взрослого организма и только ли это рудиментарный рефлекс, доставшихся нам из самого раннего периода развития. 	Исследование: икота нужна детскому организму для настройки работы мозга и дыхательной системы	science	Наука
https://www.ostro.org/general/proisshestviya/news/579787/	Дизельный поезд горел на перегоне ``Колосовка - Николаев`` Николаевской области в субботу. Об этом говорится в сообщении областного главка Государственной службы по чрезвычайным ситуациям. В нем говорится, что 16 ноября в 13:23 в Службу спасения поступило сообщение о пожаре в дизельном поезде. К месту вызова было направлено отделение 11-й государственной пожарно-спасательной части. По прибытии было установлено, что огнем охвачен тягач и последний вагон поезда, другие вагоны с пассажирами отцепили и отправили на место назначения по маршруту до прибытия спасателей. В 14:00 пожар был локализован и через полтора часа ликвидирован. Пострадавших при пожаре нет. Причина возникновения пожара устанавливается правоохранительными органами. 	В Николаевской области горел пассажирский поезд: обошлось без жертв	society	Происшествие, а значит Общество
