INPUT:url	INPUT:title	INPUT:text	GOLDEN:res
http://vestikavkaza.ru/news/Peskov-nazval-primernye-sroki-bolshoy-press-konferentsii-Putina.html	Песков назвал примерные сроки большой пресс-конференции Путина	Президент России Владимир Путин проведет традиционную большую пресс-конференцию во второй половине декабря. Об этом сообщил его пресс-секретарь Дмитрий Песков. ``Она [дата большой пресс-конференции] уже определена, мы скоро объявим аккредитацию``, - цитирует его ТАСС. Конкретную дату Песков не уточнил. Комментируя сроки оглашения послания главы государства Федеральному собранию, его пресс-секретарь лишь подтвердил, что мероприятие должно произойти уже в следующем году. 	society
https://www.business-gazeta.ru/news/446175	Минниханов предложил главе благотворительного фонда Alwaleed Philanthropies развивать проекты в сфере исламской культуры	Развивать совместные проекты в сфере исламской культуры. С такой инициативой президент Татарстана Рустам Минниханов обратился к генеральному секретарю благотворительного фонда Alwaleed Philanthropies, принцессе Саудовской Аравии Ламие бинт Абдельмаджид Аль Сауд. Встреча состоялась в рамках II всемирного саммита толерантности в Дубае (Объединённые Арабские Эмираты). Глава республики поделился впечатлениями о возрождении религиозных объектов в Татарстане, об опыте укрепления межнационального и межконфессионального согласия в республике, сообщает пресс-служба казанского Кремля. Минниханов пригласил принцессу Саудовской Аравии посетить Татарстан в рамках ближайшего визита в Россию. Аль Сауд рассказала, что фонд занимается проведением различных мероприятий в странах Европы для ознакомления жителей с исламской культурой. Минниханов предложил включить Татарстан в список участников в этих мероприятиях. «Согласен с вами, ислам имеет огромную историю и богатую культуру. Важно показать это другим странам. В Татарстане мы также активно работаем по данному вопросу. Возможно, мы могли бы дополнить ваши экспозиции своими произведениями», — сказал президент РТ. Аль Сауд поддержала предложение. 	society
https://fakty.com.ua/ru/ukraine/20191114-zarplaty-nardepiv-ne-zminyatsya-rada-uhvalyla-koshtorys-na-2020-rik/	Зарплаты нардепов не изменятся: Рада приняла смету на 2020 год	Верховная Рада приняла постановление О смете на 2020 год. За постановление №2433 проголосовали 272 народных депутата. Согласно принятому документу, на финансирование Аппарата Верховной Рады в 2020 году предусмотрено 2,007 млрд грн. В частности, больше всего предусмотрено на финансирование законотворческой деятельности – 1,05 млрд грн, на обслуживание и организационное, информационно-аналитическое, материально-техническое обеспечение деятельности Рады – 907, 5 млн грн. На автобазу потратят 96,8 млн грн. Меньше всего выделили на финансирование столовой – 2,5 млн грн. Читайте:Субсидии и прожиточный минимум не пострадают: что нужно знать о госбюджете 2020 К слову, народный депутат от Слуги народа Никита Потураев отметил, что в смете Верховной Рады на 2020 год предусмотрено уменьшение расходов на парламент. Но зарплаты народных депутатов останутся неизменными. Напомним, Верховная Рада 14 ноября приняла государственный бюджет 2020 во втором чтении. 	society
https://versia.ru/golodnyj-kaban-unichtozhil-italyanskij-narkobiznes	Голодный кабан уничтожил итальянский наркобизнес	Инцидент произошел в восточной части Тосканы в Италии. Там дикий голодный кабан вышел на окраину леса и раскопал сделанный наркоторговцами тайник. Животное уничтожило огромную партию кокаина. По данным местных СМИ, животное избавило наркоторговцев от крупной партии запрещенного вещества, общая стоимость которой превысила отметку в 20 тысяч евро. Кабан разорвал упаковку и разнес кокаин по лесному массиву. Как позднее рассказали злоумышленники, наркотики они хранили в земле в жестяных банках, однако такой защиты оказалось недостаточно. Уничтожение тайника совпало с операцией сотрудников правоохранительных органов по выслеживанию банды. Стражи порядка, выслеживая подозреваемых в незаконном сбыте наркотических веществ, подслушали, как один из них пожаловался на ущерб, причиненный их нелегальному бизнесу диким животным. В тот же день нарушителей задержали. В настоящий момент двое из них находится под стражей, еще один помещен под домашний арест. Органам следствия уже удалось установить, что ранее злоумышленники, а ими оказались двое граждан Италии и один мужчина из Албании, доставили партию кокаина из итальянского города Перуджа. Они планировали реализовать наркотики в Ареццо. Выжило ли животное, которое употребило огромное количество запрещенного вещества, не уточняется. Напомним, минувший летом стало известно о том, что служебная собака помогла ликвидировать наркоточку в Калинковичах. Сотрудники УВД Гомельского облисполкома задержали двух мужчин с наркотическими препаратами. Во время обыска дома одного из злоумышленников нарушитель самостоятельно отдал полицейским сверток с запрещенным веществом. Мужчина полагал, что на этом мероприятие закончится. Его надежды разрушила служебная собака, которая обнаружила наркотические вещества еще в трех местах в разных частях жилища Например, в гараже специально обученное животное указало на сейф, в котором было обнаружено 15 свертков наркотиков, фонарик, и футляр от него с еще одним свертком. 	society
https://www.novayagazeta.ru/news/2019/11/14/156918-sk-ne-budet-vozbuzhdat-novoe-delo-protiv-sokolova-iz-za-izbieniy-esche-odnoy-studentki	СК не стал возбуждать дело по заявлению студентки, жаловавшейся на избиение доцентом СПбГУ Соколовым	Следственный комитет не будет возбуждать новое уголовное дело по факту избиений девушки, которая утверждала, что бывший доцент СПбГУ Олег Соколов, обвиняемый в убийстве аспирантки Анастасии Ещенко, наносил ей побои. Об этом сообщает издание Znak. Это решение принято из-за того, что у преступления, совершенного в 2008 году, истек срок давности. Ранее в СК допросили выпускницу французского направления филфака СПбГУ, которая обращалась в полицию из-за побоев. Она утверждала, что ученый однажды привязал ее к стулу и избивал, угрожая изуродовать лицо утюгом, убить и закопать ее труп на ближайшей стройке, где ее никто не найдет. В тот период Соколов не работал в университете и жил в Москве. Тогда уголовное дело вероятно не завели из-за того, что девушка сама забрала заявление из полиции. Сейчас она живет в Европе и специально прилетела в Россию для участия в следственных действиях. 9 ноября в Санкт-Петербурге доцента исторического факультета СПбГУ Олега Соколова нашли в реке неподалеку от набережной Мойки, в его рюкзаке нашли две женские руки и пистолет. В квартире Соколова обнаружили расчлененный труп 24-летней аспирантки СПбГУ Анастасии Ещенко, с которой он встречался на протяжении пяти лет. Она была убита выстрелами в голову. Соколова арестовали на два месяца, СПбГУ уволил его «за аморальный поступок». 	society
https://fedpress.ru/news/24/incidents/2365702	В Канске из-за перебоев с теплоснабжением закрыли детсад	КАНСК, 14 ноября, ФедералПресс. Из-за перебоев с теплоснабжением в городе Канске власти были вынуждены закрыть один из детских садов. Обсуждается вопрос о перераспределении детей в другие детсады. В жилых домах также перебои с теплоснабжением. В городе Канске Красноярского края уже третий день происходят перебои с теплоснабжением. Виновником перебоев стала печально известная коммерческая котельная ООО «Тепло-Сбыт-Сервис» - в конце сентября по вине этой котельной уже было сорвано начало отопительного сезона в городе. Правда, тогда было тепло – температура на улице была выше 20 градусов. Сегодня, 14 ноября, в детском саду № 36 по состоянию на 10 утра температура в помещениях составила лишь 18-19 градусов. Как сообщает пресс-служба администрации Канска, первый заместитель мэра по вопросам жизнеобеспечения Петр Иванец провел в детсаде выездное рабочее совещание. Но, не смотря на все принятые меры, температура в помещениях детсада к полудню повысилась лишь на один градус. Было принято решение приостановить работу детского сада. «Если ситуация не нормализируется, рассматриваются варианты размещения детей в детские сады города», - сообщает администрация города в своем пресс-релизе. Как сообщила обозревателю «ФедералПресс» пресс-секретарь краевого министерства промышленности, энергетики и жилищно-коммунального хозяйства Ольга Арамян, сейчас совместными усилиями краевых и муниципальных властей удалось сформировать в котельной ООО «Тепло-Сбыт-Сервис» запас угля, которого хватит примерно на полутора суток работы. Что будет дальше – не знает никто. По словам Ольги Арамян, причина нынешнего теплового кризиса в Канске та же, что и в конце сентября – коммерческая котельная ООО «Тепло-Сбыт-Сервис», обслуживающая так называемую «зарельсовую» часть города, не накопила достаточного количества угля. «Мы подключили всех, кого только можно. Прокуратура их держит на жестком контроле», - сообщила пресс-секретарь краевого министерства. Она также отметила, что ответственность за сложившуюся ситуацию несет администрация Канска. При этом, судя по сообщениям в соцсетях, перебои с теплом были также в канском детском саду № 45 – там были вынуждены включать обогреватели. А в доме по адресу ул. Красноярская,19, как следует из сообщений в соцсетях, замерзли трубы, и сантехникам пришлось их отогревать. Сейчас городские власти призывают жителей города обращаться при перебоях с теплом в управляющие компании – чтобы официально зафиксировать недостаток тепла и в дальнейшем иметь возможность на этом основании получить перерасчет за коммунальные услуги. Фото: ФедералПресс. 	society
https://rusnext.ru/news/1573762924?utm_source=rss	Самолеты ВМС США спешно вылетели на охоту за русскими подлодками	Патрульные противолодочные самолеты ВМС США P-8A Poseidon в четверг совершили очередные многочасовые полеты над районами Норвежского моря, где проходят крупные учения российских подводных лодок, следует из мониторинговых данных западных авиационных ресурсов. По имеющимся данным, в операции были задействованы три американских морских разведчика. Они вылетели с авиабазы Кефлавик в Исландии и часами курсировали в районе линии противолодочной обороны НАТО в Северной Атлантике между Гренландией, Исландией и Великобританией (GIUK), на которой размещена гидроакустическая противолодочная звуковая система наблюдения SOSUS (Sound Surveillance System). Полеты натовских военных самолетов над Норвежским морем проводятся практически ежедневно с начала учений российских подлодок в октябре. Помимо авиации ВМС США в операции задействованы патрульные самолеты ВВС Норвегии, Канады и Франции. В этих целях также активно используется авиабаза Андёйя, которая расположена на севере Норвегии. Как сообщила в конце октября норвежская телерадиокомпания NRK, ссылаясь на источники в военной разведке, десять российских подводных лодок, в том числе восемь атомных, задействованы в операции в Северной Атлантике, целью которой является отработка прорыва оборонительных рубежей НАТО и скрытного подхода к восточному побережью США. По их данным, операция российских подводных лодок, рассчитанная на 60 дней, началась в Баренцевом и Норвежском морях в 20-х числах октября. Между тем, информированный источник рассказал «Интерфаксу», что российские подводные лодки вышли в Баренцево и Норвежское моря в рамках плановых тренировок. «Российские военные проводят плановые мероприятия боевой оперативной подготовки», — сказал собеседник агентства. В сообщении NRK присутствует «много вымысла», отмечал источник. 	society
http://vestirama.ru/rosselhozbank-s-nami-nadezno/rsxb-maksim-14112019.html	Максим Любомудров рассказал, как Россельхозбанк делает семьи фермеров успешными	Заместитель Председателя Правления АО «Россельхозбанк» Максим Любомудров выступил на втором всероссийском форуме семейного предпринимательства «Успешная Семья – успешная Россия!» в Москве и рассказал о поддержке Банком малого и среднего бизнеса в аграрном секторе.Максим Любомудров отметил, что примером ведения семейного бизнеса выступает фермерство, и Россельхозбанк интенсивно содействует реализации его потенциала.«На фермерские хозяйства приходится порядка 12% всей сельскохозяйственной продукции в России, а в отдельных регионах этот показатель в разы выше. Это подчеркивает неотъемлемую, важную роль фермеров в аграрной экосистеме страны. Россельхозбанк обеспечивает более 60% кредитования МСБ на селе. Специально для фермеров Банком разработана линейка специализированных инструментов финансовой поддержки: в их числе и кредит «Микро АПК», позволяющий получить заем в упрощенном порядке, и грант «Агростартап», и продукт «Стань фермером» для запуска собственного дела. Банк постоянно работает над улучшением предложений для фермеров», – сообщил Максим Любомудров.Спикер сказал, что повышению доступности финансовых услуг в сельской местности, и, следовательно, фермерскому делу также способствует разработанное Банком решение «Легкий фронт», позволяющее буквально уместить основные возможности офиса в планшет. А летом 2020 года, добавил Максим Любомудров, в строй будет введена цифровая экосистема для малого бизнеса на селе Farming as a Service, которая даст возможность фермерам без дополнительных затрат автоматизировать решение первостепенных задач.Форум «Успешная Семья – успешная Россия!» объединяет представителей бизнеса, успешно действующих в различных отраслях экономики, где семьи выступают ядром развития. 	economy
https://news-r.ru/news/saint_petersburg/384406/	Труп со сгнившей рукой нашли на берегу реки в Ленобласти	По факту гибели пожилого гражданина проводится проверка Санкт-Петербург, 14 ноября. Трагедия с мужчиной произошла в поселке Свирица Волховского района Ленинградской области. Его труп был обнаружен рядом с берегом реки. Как выяснилось, прибывшие на место случившегося силовики осмотрели труп и обнаружили, что левая рука у погибшего сгнила до самых костей. - Личность погибшего установлена. Он являлся 68-летним жителем Санкт-Петербурга, - сообщают «Невские Новости». По факту гибели пожилого гражданина в СУ СКР по Ленобласти проводится проверка. Ранее «Регион Online» писал, что в Оренбуржье четверо человек провалились под лед и утонули. Правоохранители пытаются установить причину гибели людей и обстоятельства произошедшего. Читайте нас в  News 	society
https://burunen.ru/site/news?id=29856	Дела писательские	Александр Махачкеев с поэтом Баиром Дугаровым, и ``королем верлибра`` из Иркутска Александром Сокольниковым (Сергей Кутейников. Винтаж. Истории из 90-х, ж. «Байкал» № 3, 2017). Эта история, описанная писателем Сергеем Кутейниковым, иллюстрирует ситуацию с творческими союзами Бурятии в те годы. А поводом для ретроспективы стало избрание прозаика Сергея Доржиева новым председателем Союза писателей Бурятии. Ныне у нас зарегистрированы три писательских объединения. Кроме вышеупомянутого, это Байкальский писательский союз (председатель Геннадий Башкуев) и отделение Союза российских писателей (председатель Баяр Жигмитов). Эпизод из рассказа Кутейникова из того времени, когда был единый Союз и располагался он в Доме книги. Ныне там расположился минкульт. Тогда-то писатели и лишились своего помещения, а затем и вовсе распались. Редакция журнала «Байкал» также лишилась своего офиса на Ленина. А вот иркутские коллеги сумели сохранить в собственности свой старинный особняк – Дом литераторов в центре города. Сберегли и свои журналы: «Сибирячок», «Первоцвет», «Сибирь», «Зеленая лампа» и «Иркутское время». Хотя и у них, кроме «Сибирячка», есть серьезные проблемы с периодичностью. Что касается распада Союза. Вообще, писатели обречены на одиночество и свои фантазии, которые они воплощают на бумаге. Ведь специфика труда влияет на их характер. Как сказал американец Пол Теру: «Большинство писателей - люди с прибабахом, так что дружба между ними – редкость, а в конце концов они становятся одинокими волками». Искра божья сжигает поэта! Поэтому в писательской среде хватает как траги­ческих, так и комических историй. Это дуэли (Пушкин и Лермонтов), пьяные скандалы (Есенин и Маяковский). Как-то подрались в Ленинграде будущий нобелевский лауреат Иосиф Бродский и Анатолий Найман. «Человек испытывает страх смерти, потому что он отчужден от Бога, - вопил Иосиф, стуча наймановской головой по столу. - Это результат нашей раздельности, покинутости и тотального одиночества. Неужели вы не можете понять такую элементарную вещь?». Впрочем, несмотря на писательскую неуживчивость и соперничество, их творческие союзы появились еще в XVI веке, когда в Англии объединились издатели. А во Франции в 1777 году Бомарше объединил драматургов. Общие профессиональные интересы никуда не денешь! И эта проблема остается. Писателям нужно писать, издавать свои книжки, продвигать либретто, пьесы, сценарии, тексты песен, ездить на фестивали и прочее. В целом это и есть литературный процесс. Для его организации и отражения существуют «толстые» журналы. 5 ноября 2019 году состоялось заседание Совета при Президенте РФ по русскому языку. По его итогам Владимир Путин поручил подготовить предложения по ситуации с «толстыми» журналами. В Бурятии органом Союза писателей и минкульта всегда был журнал «Байкал». Ему нужно стабильное государственное финансирование. Бурятскоязычный «Байгал» финансируется из программы развития бурятского языка, а вот русскоязычный «Байкал» выходит за счет ИД «Буряад үнэн». Русскоязычные авторы уже указывали руководству республики на явный диссонанс и ждут адекватного ответа. Фото Александра Махачкеева 	not_news
https://fedpress.ru/news/23/gossip/2356694	В Краснодаре депутат строит себе гараж, наплевав на правила	КРАСНОДАР, 1 ноября, ФедералПресс. Традиционно пятница – время новостей под рубрикой «Антислухи». На улице Котовского стали строить гараж, который имеет признаки капитального – он из кирпича и на фундаменте. Местные жители говорят, он стоит так, что дети, идущие в школу, рискуют попасть под колеса автомобиля, так как из-за строения практически не видно дорогу. А вот строит его, по имеющейся информации, депутат, хотя формально строение оформлено на пенсионера, которому по закону разрешено иметь гараж рядом с домом. Стоит отметить, что строение по размерам, похоже, возводится для грузового автомобиля. Комментарий отсутствует Оперативно получить комментарий о собственнике гаража или возводящем его человеке не удалось. Фото: ФедералПресс / Андрей Гусий. 	society
https://eadaily.com/ru/news/2019/11/01/ssha-prodolzhayut-schitat-iran-hudshim-gosudarstvennym-sponsorom-terrorizma	США продолжают считать Иран «худшим государственным спонсором терроризма»	Согласно новому докладу Госдепартамента США, опубликованному сегодня, 1 ноября, Иран остаётся «худшим государственным спонсором терроризма в мире». «Тегеран финансировал международные террористические группы, такие как „Хизбалла“, ХАМАС и палестинский „Исламский джихад“. Он также участвовал в собственных террористических заговорах по всему миру, особенно в Европе», — утверждает американское внешнеполитическое ведомство. В качестве примера в Госдепе указывают на действия «иранских оперативников» в Европе, в частности, во Франции, где летом прошлого года был раскрыт «заговор» спецслужб Исламской Республики против политических противников «режима» в Тегеране. Напомним, 8 апреля этого года США внесли иранский Корпус стражей Исламской революции (КСИР) в собственный список зарубежных «террористических организаций». За этим последовало аналогичное решение Ирана в отношении Центрального командования ВС США (CENTCOM, в зону его ответственности входит Ближний Восток). 	society
https://zik.ua/ru/news/2019/11/01/v_spysok_pamyatnykov_nahodyashchyhsya_pod_ugrozoy_popaly_sobor_notrdam_y_ostrov_1681257	В список памятников, находящихся под угрозой, попали собор Нотр-Дам и остров Пасхи	Всемирный фонд защиты памятников представил новый список из 25 памятников, которые находятся под угрозой утраты. Об этом пишет Медуза. Отмечается, что версия публикуется раз в два года. В список вошли, в частности, собор Нотр-Дам в Париже, где в мае произошел крупный пожар, священная долина инков в Перу, которой угрожают планы по строительству нового аэропорта, и остров Пасхи, скульптуры и наскальные рисунки которого не получают должного ухода из-за административных проблем. Между памятниками, которые попали в список, будет разделена сумма в 1,6 миллиона долларов, которую оказывают спонсоры Всемирного фонда защиты памятников. Напомним, в японском городе Наха в префектуре Окинава загорелся замок Сюри, который внесен в список Всемирного наследия ЮНЕСКО. 	society
https://versiya.info/zdorovye/130894	Кладезь витаминов: Как приготовить самый полезный торт за 5 минут рассказал кондитер	Побаловать себя вкусным и полезным десертом без вреда для фигуры легко и просто. Доступный набор продуктов, пара минут возни, никакой выпечки и всего 264 ккал. Те, кто уже перешел на здоровое питание, доказали — полезное может быть вкусным. А десерт не обязательно должен быть из муки, яиц, масла и сахара. Кондитеры утверждают, чем проще состав продукта, тем легче и полнее он усваивается. Для данного тортика нужны 3 хлебца, половина банана, несладкий йогурт и немного порошка какао и 5 минут времени. Сначала нужно приготовить крем: в блендере взбить йогурт и половину банана. Остальной банан нарезать тонкими кружочками. Хлебцы промазать кремом и выложить оставшийся банан. Сложить в 3 слоя, украсить пирамидку, присыпать порошком какао. На пару часов убрать в холодильник для пропитки. Хлебцы хорошо пропитываются, становясь мягкими и сочными, как бисквитные коржи. Сахар здесь не требуется, банан дает нужное количество сладости. Но любители сладенького могут взять сладкие хлебцы, немножко заменителя или меда. Это удачное сочетание клетчатки, крахмала и молочного жира. Банан и какао дают хороший заряд энергии. И то, и другое, содержит триптофан, из которого организм вырабатывает серотонин — «гормон счастья». В йогурте все самое лучшее из молока. А хлебцы из цельного зерна — просто кладезь витаминов и минералов: витамины группы В, А, Е, антиоксиданты, протеины, железо, магний, натрий и калий. Готовить можно в разных вариантах. 	not_news
https://ria.ru/20191108/1560696982.html	Астронавт рассказал о запрете садиться за руль по возвращении на Землю	ВАШИНГТОН, 8 ноя – РИА Новости. Астронавт НАСА Крис Кэссиди рассказал, что после возвращения на Землю астронавтам в течение двух недель запрещают управлять автомобилем. Астронавт пояснил, что главное по возвращении на Землю – привыкнуть к силе притяжения. ``Первая реакция - о боже, какой тяжелый телефон, с которого вы звоните родным после приземления, как я могу перевернуть страницу бортового журнала. Но постепенно все становится легче и легче``, - поделился воспоминаниями о возвращении на Землю Кэссид.Он отметил, что в целом адаптация после возвращения из космического полета проходит очень быстро и занимает несколько недель.Кэссиди в апреле отправится на МКС вместе с российскими космонавтами Николаем Тихоновым и Андреем Бабкиным. Ранее сообщалось, что экипаж доставит на МКС российский корабль ``Союз-2``. Планируется, что Кэссиди, Тихонов и Бабкин будут оставаться на орбите до октября. 	science
https://news.rambler.ru/world/43177544-rossiya-vyvela-ukrainskie-korabli-v-more/	Россия вывела украинские корабли в море	Корабли ВМС Украины, задержанные год назад российскими пограничниками в Керченском проливе, буксируются из Керчи в нейтральные воды для передачи украинской стороне. Об этом в воскресенье, 17 ноября, сообщает «Интерфакс» со ссылкой на осведомленный источник. Передача кораблей состоится в ближайшее время, уточнил собеседник агентства. Как передает «Керчь. ФМ» со ссылкой на своего корреспондента на горе Митридат, корабли направились в сторону арок Крымского моста в сопровождении буксиров и береговой охраны. Как сообщали «Коммерсанту» источники в российских госструктурах, Москва готова вернуть Киеву корабли, задержанные год назад в Керченском проливе, до саммита в «нормандском формате», который пройдет 9 декабря. В МИД России затем заявили, что передача кораблей не связана с предстоящим мероприятием, и напомнили, что предложение вернуть технику украинской стороне не потеряло свою актуальность. 25 ноября 2018 года пограничное управление ФСБ России задержало в районе Керченского пролива три корабля Военно-морских сил Украины, которые пересекли российскую границу, не реагировали на требования остановиться и начали опасное маневрирование. В Москве действия украинской стороны назвали провокацией. Было возбуждено уголовное дело о нарушении государственной границы. В Киеве сочли действия Москвы «актом военной агрессии», в ряде областей страны, граничащих с Россией и Приднестровьем, было введено военное положение. 	society
https://www.cosmo.ru/stars/news/08-11-2019/telesa-privedite-v-poryadok-volochkova-v-mini-bikini-rezko-otvetila-poklonnikam/	«Телеса приведите в порядок»: Волочкова в микробикини резко ответила поклонникам	43-летней Анастасии Волочковой снова пришлось давать отпор недоброжелателям. Причиной конфликта стал новый купальник блондинки. Бывшая солистка Большого театра готовится к отпуску. Анастасия изменила прическу и отправилась в дизайнерский бутик за новым купальником. В магазине звезда примерила крошечное красное бикини. Волочкова поспешила показать его поклонникам. В ответ блондинка услышала массу нелицеприятных отзывов. Волочкова удалила пост, а затем опубликовала новый, в котором ответила на критику. «А какие купальники выбираете вы? Многие ли из вас могут позволить себе надеть мини-бикини на своё тело? Но многие могут обсуждать. Котики мои, телеса свои приведите в порядок, а потом советуйте, как мне жить. И не удивляйтесь, почему мужья бросают многих», — резко высказалась в Instagram артистка. Многие поклонники Анастасии отметили, что она сильно похудела. Волочкова действительно сбросила вес. Блондинка рассказала, что в последнее время питается одной зеленью и сырыми яйцами. Королева шпагатов также продемонстрировала элегантный образ, который она выбрала для интервью. Черное платье ниже колен с небольшим вырезом на груди смотрелось на Анастасии очень стильно, особенно с новой стрижкой. Обычно звезда отдает предпочтение более откровенным и эпатажным нарядам. Недавно Анастасия Волочкова выступила на концерте Аллы Пугачевой в Минске. Балерина удивила публику коронной растяжкой. Ранее звезда ответила на обвинения в алкоголизме. Интересно...Хочу знать все, что происходит в жизни звезд. ОК Я соглашаюсь с правилами сайта Спасибо. Мы отправили на ваш email письмо с подтверждением. 	other
