INPUT:url	INPUT:title	INPUT:text	GOLDEN:res	HINT:text
https://www.ural56.ru/news/637593/	Стало известно, зачем оренбургская филармония купила скрипок на 9 млн.руб.	В Оренбургской областной филармонии появится симфонический оркестр. Именно для его музыкантов учреждение недавно закупило немецкие скрипки на сумму почти 9 млн. рублей. Симфонический оркестр создадут на базе камерного оркестра, который существует уже 20 лет. Благодаря нацпроекту «Культура» появилась возможность сделать большой музыкальный коллектив. Для этого филармонии были выделены средства на покупку инструментов. В октябре учреждение закупило 14 скрипок немецкой фирмы, их приобретение обошлось в 9104800 руб. В Минкульте пояснили, почему были выбраны столь недешевые инструменты. Выбор делали сами музыканты. Сообщается, что скрипки изготовлены из дорогих пород дерева вручную, что позволит получать качественный звук. Музыкальный инструмент. Фото: Минкультуры Оренбургской области Кроме того, учреждение культуры планирует приобрести еще несколько акустических и цифровых музыкальных инструментов, среди них духовые и фортепиано. Добавить Ural56.ru в избранные источники Яндекс Новости 	entertainment	Концерты в филармонии - "Культура и развлечения"
https://www.the-village.ru/village/city/news-city/366099-novikov-v-luzhnikah	Novikov Group откроет три заведения в «Лужниках»	Группа компаний Аркадия Новикова получила право работать оператором питания в олимпийском комплексе «Лужники». Первые три точки общей площадью в тысячу квадратных метров откроют во Дворце водных видов спорта. На них, по оценке самого ресторатора, потребуется не менее 100 миллионов рублей. По словам Новикова, после в «Лужниках» могут появиться и другие его проекты. На первом этаже появится кофейня с выпечкой и сэндвичами со средним чеком в 200–700 рублей и ресторан на 150 гостей (поесть там можно будет за 1,5–2 тысячи), его концепцию определят позднее. В аквапарке откроется фастфуд-кафе с чеком от 300 до 500 рублей. Олимпийский комплекс «Лужники», открывшийся в 1956 году, последние пять лет находится на реконструкции. Помимо Дворца водных видов спорта, там строят теннисный центр, ледовую арену «Кристалл» и универсальный спортивный комплекс «Дружба». Источник: «Ведомости» 	economy	Бизнес - "Экономика"
https://burunen.ru/site/news?id=29950	​​Георгий Кушиташвили представляет Бурятию на чемпионате России по боксу	Георгий Кушиташвили В Самаре стартовал чемпионат России по бок­су. Официальная церемония открытия состоялась в областном спорткомплексе «МТЛ-Арена». Волжский город принимает главный старт страны в четвертый раз, сообщает газета ``Бурятия``. Чемпионат очень важен в плане комплектования со­става сборной России для участия в квалификационном турнире за право поехать на Олимпиаду-2020. На ринг вышли свыше 300 боксеров из 58 регионов Рос­сии. К сожалению, наши Батор Сагалуев, Доржо Раднаев, Николай Харнахоев, Радна Цыбиков уступили в первых же боях. Надежда на медаль осталась только у Георгия Кушиташвили, выступающего в весовой категории до 81 кг. Перед стартом Георгий поделился на сайте федерации бокса РФ своими задачами на чемпионате. - После чемпионата мира в Екатеринбурге мы особо не восстановились и не отдохнули, и снова сразу в бой. Но что поделаешь - это наша работа. После неудачи на чемпи­онате мира очень переживал. Признаюсь, там я выступил плохо. Знаю свои силы, и могу выигрывать на чемпионатах мира. На чемпионате России я в лучшем состоянии, чем был в Екатеринбурге. Сейчас у меня одна задача – поехать на Олимпийские игры, а потом уже задумываться о про­фессиональном ринге, - отметил он. В Самаре наш земляк провел два боя на предваритель­ной стадии. Сначала Георгий взял верх над представителем Мурманской области Равшаном Эргашевым, затем над Са­велием Садома из Хабаровского края. Завершится чемпионат в субботу, 16 ноября. Фото с сайта федерации бокса России 	sports	Бокс - "Спорт"
https://tvkultura.ru/article/show/article_id/352557	Теодор Курентзис и MusicAeterna стали лауреатами премии Edison Klassiek	Запись Шестой симфонии Малера, сделанная оркестром MusicAeterna под управлением Теодора Курентзиса была отмечена престижной музыкальной премией Edison Klassiek — 2019. Члены жюри назвали запись ошеломительной. «Теодор Курентзис как будто заново сочиняет эту партитуру, и ты ловишь себя на мысли, что ты как будто никогда прежде не слышал музыку Малер», - сказано в сообщении. Это не первая победа Курентзиcа и оркестра MusicAeterna. Исполнители получают премию Edison Klassiek третий год подряд. В 2017 году этой награды была удостоена запись Don Giovanni Моцарта в номинации «Опера», а в 2018 году — Шестая («Патетическая») симфония Чайковского в номинации «Оркестр». Фото: Вадим Шульц 	entertainment	Музыка - "Культура и развлечения"
https://meduza.io/news/2019/11/14/kompaniya-facebook-vpervye-raskryla-dannye-ob-udalenii-kontenta-iz-instagrama-za-polgoda-tam-zablokirovali-bolshe-treh-millionov-postov	Компания Facebook впервые раскрыла данные об удалении контента из инстаграма. За полгода заблокировали больше трех миллионов постов	Компания Facebook представила отчет об удалении контента во втором и третьем квартале 2019 года. В него впервые включены данные про инстаграм (принадлежит Facebook). В общей сложности в апреле-сентябре из инстаграма было удалено не менее 3,3 миллиона постов, нарушающих политику соцсети. Речь идет о записях, попавших в одну их четырех категорий: суицид и причинение вреда себе (1,7 миллиона удаленных постов), фото детей с изображением обнаженного тела и сексуальная эксплуатация детей (1,3 миллиона постов), террористическая пропаганда (240 тысяч постов) и покупка или продажа запрещенных товаров (1,55 миллиона постов только за третий квартал 2019 года). Статистика по другим категориям не представлена. В отчете отмечается, что в абсолютном большинстве случаев записи были обнаружены и удалены до того, как на них пожаловались пользователи. 	technology	Инстаграм, Facebook - "Технологии"
https://www.searchengines.ru/local-expand.html	Google Ads расширяет функционал локальных и торговых кампаний	Google Ads приступил к запуску ряда обновлений для локальных и торговых кампаний. Новые функции станут доступны в ближайшие недели. На момент запуска в 2018 году основной целью локальных кампаний было привлечение покупателей в торговые точки, а единственной целью для оптимизации были посещения магазина. Теперь локальные кампании также будут поддерживать и другие цели, такие как звонки или  запросы маршрута, для которых не нужен учёт посещений. В скором времени рекламодатели, использующие локальные кампании, смогут загружать фиды товаров и выбирать набор товаров для показа в объявлениях в контекстно-медийной сети Google. Объявление на примере ниже содержит информацию о часах работы магазина, картинку и перечень доступных в магазине товаров. Новая функция позволит показывать торговые точки тем пользователям, которые прокладывают маршрут, проходящий рядом с ними. При нажатии на пин магазина пользователи увидят более подробную информацию о нём и смогут добавить соответствующую остановку в свой маршрут. Рекламодатели смогут добавлять в эти объявления две новые CTA-кнопки: «Pick up today» (забрать сегодня) и «Pick up later» (забрать позже). Эта функция пока находится на стадии бета-тестирования. С её помощью рекламодатели могут помечать те товары, которые можно забрать в магазине сразу после покупки онлайн, а также те, которые можно заказать онлайн и получить в магазине позже. Чтобы присоединится к бете, нужно связаться с менеджером Google Ads. В сентябре Google Ads позволил использовать данные о посещениях магазинов при интеллектуальном назначении ставок в поисковых кампаниях. В ближайшие недели эта опция также станет доступна для торговых и умных торговых кампаний. Напомним, что Google Ads анонсировал новые функции для локальных кампаний в мае. 	technology	Интернет - "Технологии"
https://utro.ru/life/2019/11/05/1423358.shtml	Зима отменяется: синоптики рассекретили ``план`` декабря	прочитано 829 раз Грядущая зима не запомнится россиянам лютыми морозами. Холоднее обычного будет лишь на Дальнем Востоке в декабре, предупредил исполняющий обязанности директора Гидрометцентра России Роман Вильфанд. У жителей большинства регионов следующий месяц оставит самые теплые воспоминания в прямом смысле слова, передает ``Российская газета``. Также россиян ожидает стандартный январь, отметил синоптик. Сюрпризы грозят лишь Якутии. А вот февраля стоит бояться центру и северо-западу России. Последний зимний месяц будет прохладнее, чем все привыкли, передает ``ФедералПресс``. Осадки же спрогнозировать не так-то просто, добавил специалист. Однако в ближайшее время снега быть не должно, уверил он с небольшой оговоркой. Ситуация за окном напомнит сентябрьскую – будет тепло и сыро. Завтра, 6 ноября, ``день будет гораздо более дождливый, чем сегодня``. В среду данная тенденция сохранится, но подует сильный ветер. Погода начнет портиться с четверга, 8 ноября. Тогда температура составит +5…+8° С. Однако уже в воскресенье она поднимется до +11° С. Жителям Северной столицы повезло меньше. Там уже сегодня, 5 ноября, синоптики прогнозировали мокрый снег, температуру +1...-1° С и штормовой ветер, пишет FlashNord. 	other	Погода - "Прочее"
https://news-r.ru/news/rostov_oblast/382950/	В Аксае простятся с погибшем рок-гитаристом «Cotton Joe» Елисеем Коробецким	Музыкант трагически погиб, возвращаясь с концерта в Сочи Ростов-на-Дону, 12 ноября. Жизнь ростовского гитариста ростовской рок-группы трагически оборвалась 10 ноября на Кубани. Елисея Коробецкого не стало в возрасте 34-х лет. В тот день он возвращался с концерта в Сочи на попутке вместе с ребятами. В катастрофе погиб лишь Елисей. Прощание с артистом пройдет в его родном городе в Аксае. Информация об этом появилась на личной странице погибшего. Сообщается, что проститься с Елисеем можно будет в 12.00 13 ноября по адресу проспект Шолохова 214/2. В 12.40 состоится выезд на кладбище, затем в 13.20 отпевание в часовне. Погребение намечено на 14.00. Помины пройдут в 15.00. Отмечается также, что транспорт предоставляется. Тем временем, на официальной странице коллектива размещено соболезнование родным в связи с утратой. - Погиб наш коллега, друг, товарищ, отличный музыкант, гитарист группы Cotton Joe rockabilly band Елисей Коробецкий. Приносим глубочайшие соболезнования его семье, близким, - написали участники коллектива. Ранее «Регион online» сообщал о том, что в дорожно-транспортном происшествии в Краснодасрком крае погиб Елисей Коробецкий, гитарист рокабилли-бэнда Cotton Joe из Ростова-на-Дону. По предварительной версии, водитель уснул за рулем и столкнулся с попутным авто. Читайте нас в  News 	other	Смерти знаменитостей - "Прочее"
https://overclockers.ru/blog/goldas/show/31704/xiaomi-dobavit-podderzhku-voiceprint-v-seriju-mi-tv-5	Xiaomi добавит поддержку Voiceprint в серию Mi TV 5	Начислено вознаграждениеЭта новость написана посетителем сайта, и за неё начислено вознаграждение.   Недавно компания Xiaomi подтвердила, что в настоящее время тестирует интересную функцию Voiceprint для своей недавно анонсированной линейки телевизоров Mi TV 5. В скором времени компания добавит поддержку голосовой печати на новых моделях Mi TV 5. Точной даты внедрения новой функции пока нет, но обновление должно скоро появиться. Voiceprint сделает использование телевизоров Mi TV 5 для каждого отдельного человека сугубо индивидуальным. С поддержкой голосовой печати Mi TV 5 сможет распознавать каждого пользователя по его или ее уникальному голосу.    Представьте себе ситуацию, когда вы можете обратиться к телевизору, и он сразу же узнает вас, подстроится под конкретный профиль и покажет ваш персонализированный контент и рекомендации. Другой хороший пример - когда вы можете просто сказать: «Продолжить с предыдущего видео», - и телевизор автоматически воспроизведет видео, которое вы в последний раз воспроизводили. Это как профиль отпечатка пальца, но для голоса. Mi TV 5 поставляется в обычном и Pro вариантах, с 4 ГБ ОЗУ и 64 ГБ встроенной памяти для обеспечения наиболее плавной работы. Как обычно, этот новый Smart TV от Xiaomi поставляется с собственным пользовательским интерфейсом PatchWall. Никуда не денется у новинки и традиционная поддержка Dolby Audio и DTS HD Sound. 	technology	Смартфоны - "Технологии"
https://discover24.ru/2019/11/v-sakkare-obnaruzheno-drevnee-podzemele-kotoroe-sozdali-ne-egiptyane/	В Саккаре обнаружено древнее подземелье, которое создали не египтяне	В некрополе египетского поселения Саккара археологам удалось найти древние катакомбы, возведением которых занимались не египтяне. Согласно словам специалистов, это подземелье было создано почти 2 000 лет назад. Они считают, что его построили древние римляне. Ученые заметили в нем большую погребальную зону, вырубленную прямо в скале. Она включает в себя 15-метровый зал и множество ниш, вырезанных в боковых стенках. После осмотра всех ниш ученые обнаружили терракотовые статуэтки с изображением различных богов. Археологи добавили, что жители Египта воспользовались этими катакомбами повторно после ухода римлян. Рядом с ними располагались еще несколько обычных захоронений, которые, скорее всего, были сделаны в период существования Византии. 	science	"Наука"
https://www.fontanka.ru/2019/11/08/100/	Китайцы начинают «электрическое» вторжение в Европу. Первым будет кроссовер – дешевле хетчбэка	Шанхайский автопроизводитель Aiways получил все необходимые сертификаты для того, чтобы выпустить на рынок первый китайский электрический кроссовер в Европе. Aiways U5 будет представлен в Китае 29 ноября и сначала поступит на внутренний рынок, сообщает 8 ноября Bloomberg. Продажи планируется начать во втором квартале следующего года. Для европейского рынка будет подготовлена специальная модификация, учитывающая местные вкусы и требования регуляторов. Компания осознает, что вступает на рынок, где десятилетиями доминировали местные, американские и японские автопроизводители, и отвоевать себе место будет непросто, заявил журналистам соучредитель Aiways Фу Цян. Однако за ее продвижением в Европе будут внимательно следить десятки подобных китайских компаний, производящих электромобили и имеющих не менее масштабные амбиции. На фоне слабеющих продаж внутри Китая экспансия на европейский рынок выглядит логичным шагом. По мнению Bloomberg, сам по себе этот шаг уже знаменует «исторический» разворот, поскольку на протяжении многих лет, наоборот, европейские и американские автопроизводители старались завоевать китайский рынок. Теперь же набирает силу движение в обратном направлении. Китайские автомобили с традиционными двигателями давно уже стали привычными за пределами страны – но не электрические. А между тем, именно Китай является мировым лидером как по количеству, так и по разнообразию моделей электрокаров. Их выпуском заняты более полутысячи компаний – это настолько много, что даже вызвало озабоченность у властей. Судя по всему, китайцы на европейском рынке электромобилей собираются применить свое испытанное оружие – низкие, почти демпинговые цены. Aiways U5, по заявлению господина Фу Цяна, будет стоить от 25 тысяч евро. Аналогичные электрокроссоверы немецкого или американского производства обходятся в разы дороже, и даже многие хетчбэки, такие как Volkswagen ID.3 или Opel Corsa E, стоят или дороже, или почти столько же. 	technology	Авто - "Технологии"
https://news-r.ru/news/events/381363/	Страшный взрыв в кафе Бишкека из-за газовых баллонов «Антошка» попал на видео	В результате чрезвычайного происшествия пострадали несколько человек, сейчас они находятся в больнице Бишкек, 8 ноября. Жуткое ЧП случилось в одном из популярных заведений общепита в столице Киргизии Бишкеке. Сегодня утром, 8 ноября, в одном из кафе, расположенном в центре города, произошло сразу три мощных взрыва. Причиной ЧП, предположительно стали газовые баллоны «Антошка», которые сдетонировали в заведении. Из-за взрывов начался страшный пожар, охвативший закусочную буквально со всех сторон. Известно, что в момент ЧП в здании кафе находились люди. Сейчас на месте происшествия работает полиция и экстренные службы. Причины и обстоятельства случившегося устанавливают местные правоохранители. Ранее «Регион online» писал, что люди пострадали от взрыва в кафе в центре Бишкека. Медицинская помощь понадобилась, как минимум, двум местным жителям. Читайте нас в  News 	society	Происшествие - "Общество"
https://korrespondent.net/ukraine/4156394-sutky-na-donbasse-6-obstrelov-odyn-voennyi-ranen	Сутки на Донбассе: 6 обстрелов, один военный ранен	 В воскресенье, 3 ноября, незаконные вооруженные формирования нарушили режим прекращения огня 6 раз, в результате обстрелов ранение получил один украинский военнослужащий, сообщает пресс-центр операции Объединенных сил. Противник обстрелял позиции наших подразделений из гранатометов различных систем, крупнокалиберных пулеметов и стрелкового оружия. 5 обстрелов позиций украинских сил было осуществлено в районе ответственности оперативно-тактической группировки ``СЕВЕР`` - возле Новолуганского, Хутора Свободного, в районе Золотого, вне участка разведения, дважды - близ населенного пункта Луганское.  В районе ответственности оперативно-тактической группировки ``ВОСТОК`` противник из станковых и автоматических гранатометов обстрелял позиции украинских сил возле Водяного. Вместе с тем продолжаются мероприятия в области разведения №2 в районе н.п. Золотое-4 Луганской области. ``Проходит техническое обследование, разминирование дорог и обочин, очистка местности, загрязненной взрывоопасными предметами, которое по графику продлится до 9 ноября``, - сообщили в штабе. Напомним, ранее президент Владимир Зеленский поздравил воинов и ветеранов ракетных войск и артиллерии с профессиональным праздником и выказал требование, чтобы они держали ``порох сухим`` и были гарантами тишины на Донбассе 	society	Военные действия - "Общество"
https://www.kommersant.ru/doc/4162548	СМИ сообщили о расследовании в отношении адвоката Трампа	Федеральная прокуратура в Нью-Йорке начала расследование в отношении Рудольфа Джулиани, личного адвоката президента США Дональда Трампа, сообщают The Wall Sreet Journal (WSJ) и Bloomberg со ссылкой на источники. По данным Bloomberg, прокуроры проверяют, нарушал ли господин Джулиани правила финансирования избирательных кампаний. В октябре за аналогичные нарушения в США были задержаны два бизнесмена советского происхождения Лев Парнас и Игорь Фруман, которых считают близкими к Рудольфу Джулиани. По данным WSJ, прокуратура также хочет проверить, получал ли адвокат президента США личную выгоду от энергетических проектов на Украине, продвижением которых занимались господа Парнас и Фруман. Сам господин Джулиани отрицает заинтересованность в каком-либо украинском бизнесе. Как утверждают собеседники WSJ, в 2019 году Лев Парнас и Игорь Фруман на встречах с украинскими официальными лицами и представителями энергетического сектора рассказывали о планах прокладки трубопровода из Польши в Украину, который бы транспортировал природный газ из США. Бизнесмены утверждали, что проект получил поддержку администрации Дональда Трампа. На «многих из этих встреч» предприниматели также просили «посодействовать» в расследовании дела против политического соперника господина Трампа, бывшего вице-президента США Джо Байдена. Также бизнесмены якобы просили помощи с делом о предполагаемом вмешательстве Украины в выборы в США 2016 года, добавили источники издания. Во время встреч, которые господа Парнас и Фруман проводили с украинскими чиновниками этим летом, они называли Рудольфа Джулиани своим партнером в прокладке трубопровода, проектом которого занималась принадлежащая бизнесменам компания Global Energy Producers (GEP), уточняет WSJ. Один из источников газеты заявил, что предприниматели считают господина Джулиани «перспективным инвестором» их компании, но его роль была преувеличена. Сам Рудольф Джулиани категорически отрицает какую-либо причастность к энергетической компании или к трубопроводу. «У меня нет личной заинтересованности в каком-либо бизнесе на Украине, включая этот»,— заявил адвокат. Он также добавил, что ему неизвестно о предполагаемом расследовании прокуроров. «Если они действительно хотят знать, являюсь ли я партнером (Льва Парнаса и Игоря Фрумана.— “Ъ”), почему они не спросят меня?» — сказал адвокат. Господин Джулиани отметил, что его работа на Украине «координировались с Госдепартаментом». Адвокат при этом отметил, что не считает разумной идеей вести какой-либо бизнес на Украине. «Я не знаю, что они (господа Парнас и Фруман.— “Ъ”) говорили обо мне другим людям. Я никак не причастен к GEP. Я никогда не соглашался быть частью этой компании. Я даже не уверен, что меня когда-либо просили об этом»,— утверждает адвокат. Он добавил, что если бы Лев Парнас и Игорь Фруман спросили его юридическое мнение, он посоветовал бы им избегать участия в сделках с какой-либо собственностью на Украине, потому что, с учетом их сотрудничества с господином Джулиани, подобная ситуация «выглядела бы глупо». По данным Bloomberg, прокуроры также хотят выяснить, мог ли адвокат президента США быть причастен к подкупу иностранных чиновников или заговору. Начатое расследование представляет «серьезную угрозу президентству Трампа», считает агентство. Bloomberg называет Рудольфа Джулиани «центральной фигурой» в инициированном в США деле об импичменте Дональда Трампа. Напомним, как установило американское следствие Лев Парнас и Игорь Фруман незаконно финансировали предвыборные кампании американских политиков на деньги неназванного российского предпринимателя. Кто именно получил финансирование от обвиняемых, не уточнялось. Следствие также выяснило, что бизнесмены «стремились продвигать политические интересы по крайней мере одного украинского официального лица», его имя неизвестно. Для перечисления денег на предвыборные кампании они и создали GEP, которая, как они утверждали, занималась импортом и экспортом СПГ. Всего в рамках дела были задержаны четыре человека — под следствие также попали Андрей Кукушкин (тоже выходец из СССР) и Дэвид Коррей. Лев Парнас согласился дать показания в рамках процедуры импичмента Дональда Трампа. Как проходят слушания по импичменту, читайте в материале “Ъ” «Трамп был с утра». Как процедура импичмента может повлиять на президентские выборы в США в 2020 году, читайте в материале журнала «Огонек». 	society	Политика - "Общество"
https://www.cybersport.ru/overwatch/videos/animator-cd-projekt-sozdal-neveroyatnye-roliki-dlya-luchshikh-momentov-matcha-v-overwatch	Аниматор CD Projekt создал невероятные ролики для лучших моментов матча в Overwatch	Поклонник Overwatch и аниматор CD Projekt Давид Lamb Кордеро создал новые неофициальные ролики для лучших моментов матча. Он сделал анимации для Genji, Zenyatta, D.Va, Tracer и других героев. Инсайдер Naeri собрал их в одном видео и опубликовал в твиттере. В роликах Кордеро Genji отражает пулю от Widowmaker, Lucio скидывает оппонента в колодец на карте Иллиос, а меха D.Va демонстрирует дэб. Ознакомиться с полным списком анимаций в хорошем качестве и посмотреть другие работы автора можно по ссылке. В ночь на 2 ноября Blizzard представила вторую часть Overwatch. Известно, что в шутере появится сюжетная линия и PvE-режим, а также новые персонажи. Дату релиза сиквела разработчики не сообщили. Прочитать подробнее о нововведениях Overwatch 2 можно тут. 	entertainment	Игры - "Культура и развлечения"
https://rns.online/economy/V-Kremle-napomnili-o-rabochem-dne-31-dekabrya-2019-11-13/	В Кремле напомнили о рабочем дне 31 декабря	Пресс-секретарь президента России Дмитрий Песков призвал не дискутировать на тему того, нужно ли делать 31 декабря выходным днем в этом году, несмотря на составленный Минтрудом график, передает «РИА Новости». «Было принято такое решение, день рабочий. Соответственно, надо работать», — сказал Песков, добавив, что россиян об этом решении предупредили заранее. Песков также добавил, что продолжительность зимних каникул может варьироваться. Каникулы в 2020 году будут короче, чем в предыдущие годы — с 1 по 8 января. 	society	Законы - "Общество"
https://tjournal.ru/news/125472-fsb-raskritikovala-zakonoproekt-o-cifrovyh-profilyah-grazhdan-iz-za-riska-utechki-personalnyh-dannyh	ФСБ раскритиковала законопроект о цифровых профилях граждан из-за риска утечки персональных данных	В ведомстве считают, что у законопроекта нет целей, которые предусматривают обработку персональных данных в таком объёме. ФСБ раскритиковала предложение о создании цифровых профилей граждан из-за риска утечки персональных данных граждан, подлежащих государственной защите (силовики, прокуроры, судьи — прим. TJ). В руки журналистов «Коммерсанта» попала копия письма с замечаниями ведомства Руководитель службы оперативной информации и международных связей ФСБ Сергей Беседа утверждает, что у законопроекта нет «конкретных целей, для достижения которых предусматривается обработка персональных данных в предлагаемом объеме». Он также указал, что предложение якобы сильно повышает риск утечки сведений о лицах, подлежащих государственной защите. Беседа заявил, что законопроект нуждается в доработке. Предложение также раскритиковали в комитете Госдумы по федеративному устройству. Депутаты указали, что необходимо детально проработать систему защиты. Они также указали на серьёзные расходы федеральных и региональных средств для создания платформы и предложили перенести рассмотрение законопроекта на март 2020 года. Законопроект о создании цифровых профилей граждан внесли в Госдуму в начале июля. Депутаты предлагают объединить всю информацию из различных ведомств о россиянах на единой цифровой платформе. Создание системы предусмотрено в рамках нацпроекта «Цифровая экономика». 	society	Законы - "Общество"
https://glavcom.ua/scotch/foto/kosmos-v-kazhdom-kadre-ulia-lord-snyala-klip-na-pesnyu-vilni--638729.html	Космос в каждом кадре: Ulia Lord сняла клип на песню «Вільні»	Украинская певица Юлия Лорд поделилась с меломанами клипом на новый сингл «Вільні». «Когда работаю над новым материалом, происходит магия, как я это называю - когда мир вокруг вступает в творческий процесс. То есть, в то время, как мы писали музыку вместе с Дмитрием Решетником к песне «Вільні», я случайно наткнулась на странное строение - заброшенную, незаконченную, в центре которой ринг, окруженный тремя уровнями этажей и накрыт металлическим ажурным куполом». «Потом мне приснился астронавт, блуждающий среди развалин, пытаясь понять, куда попал. Метафора наших собственных блужданий в поисках себя». «Этот «приют сталкеров» или объект, заброшенный инопланетянами, которые в силу специфики работы муниципальных органов не смогли ввести его в эксплуатацию, вдохновил меня на идею видео, которой я поделилась с Владимиром Кратинов и мы решили ее воплотить». Юлия ранее работала вместе с Владимиром, когда снимала видео на песню «Тело» с альбома «8 секунд». В разработке образа певице помог Олег Белый - White, дизайнер и фото-художник, автор обложки сингла «Вільні» и фото, сопровождавших релиз. 1 з 4на весь екран згорнути Всі фоторепоратажі Юлия с юмором рассказывает об идее произведения, однако совершенно серьезно можно утверждать, что мы все «свободные в каждом мгновении й минуте» в своем выборе и это - счастье, когда мы выбираем друг друга. 	entertainment	Музыка - "Культура и развлечения"
https://mel.fm/novosti/5317082-issledovaniye-vo-vremya-ikoty-organizm	Исследование: икота нужна детскому организму для настройки работы мозга и дыхательной системы	Вчера, 19:11 Вчера, 19:11 Учёные из Университета Лондона (University College London, UCL) пришли к выводу, что икота в самом раннем возрасте необходима детскому организму для налаживания работы мозга и дыхательной системы. У взрослых же, как предполагают нейрологи, икота скорее всего является рудиментарной функцией из периода младенчества. Авторы исследования утверждают, что непроизвольные движения диафрагмы вызывают в детском организме определенного рода импульсы, которые передаются в мозг и помогают при выстраивании через мозг работы всей дыхательной системы целиком. Многие из внутриутробных действий плода нужны для тренировки различных систем его организма и подготовки к жизни после родов. Аналогичное объяснение они увидели и в икоте не только новорожденных, но и во внутриутробной икоте, которая является одним из самых ранних действий, на которые способен плод. Например, известно, что ребёнок начинает икать в материнской утробе уже на девятой неделе. У новорождённого, особенно, если ребёнок родился недоношенным, икота является крайне частым явлением. Учёные замерили данные у детей в утробе матери на сроках от 30 до 42 гестационных недель, а также изучили показатели среди недоношенных. Икоту регистрировали при помощи датчиков движения и электроэнцефалограммы. Наблюдения показали, что сокращения мышц диафрагмы при икоте вызывали выраженный ответ в коре головного мозга. Тогда учёные предположили, что мозг новорожденного может связывать сам звук икоты с ощущением от сокращения мышц диафрагмы и запускать выработку навыка дыхания. Авторы исследования посчитали, что это заключение может помочь разобраться, что означает икота для взрослого организма и только ли это рудиментарный рефлекс, доставшихся нам из самого раннего периода развития. 	science	"Наука"
https://paperpaper.ru/papernews/2019/11/10/v-mojke-obnaruzhili-skelet-neizvestno/	В Мойке обнаружили скелет неизвестного человека. Водолазы искали останки девушки, в убийстве которой обвиняется историк Соколов	У Фонарного моста через реку Мойку водолазы нашли останки неизвестного человека. Поисковые работы проводились по делу доцента СПбГУ Олега Соколова, сообщает «Фонтанка». По информации издания, вечером 9 ноября водолазы обнаружили тело, которое уже успело полностью разложиться. Поиски проходили напротив дома, где проживал подозреваемый в убийстве студентки историк Соколов. Утром 9 ноября из Мойки спасли доцента СПбГУ Олега Соколова, в рюкзаке которого нашли отрубленные женские руки. В его квартире обнаружили труп 24-летней девушки, которая, предположительно, была его студенткой и сожительницей. Возбуждено уголовное дело. Вечером 9 ноября историк оформил явку с повинной. 	society	Криминал - "Общество"
